Film,Production,Cast
Lucy,Universal Pictures,"Luc Besson (director/screenplay); Scarlett Johansson, Morgan Freeman, Choi Min-sik"
Magic in the Moonlight,Sony Pictures,"Woody Allen (director/screenplay); Eileen Atkins, Colin Firth, Marcia Gay Harden, Hamish Linklater, Simon McBurney, Emma Stone, Jacki Weaver"
A Most Wanted Man,Lionsgate / Roadside Attractions,"Anton Corbijn (director); Andrew Bovell (screenplay); Philip Seymour Hoffman, Rachel McAdams, Willem Dafoe, Robin Wright, Grigoriy Dobrygin, Homayoun Ershadi, Nina Hoss, Daniel Brühl"
My Man Is a Loser,Lionsgate,"Mike Young (director/screenplay); Michael Rapaport, Bryan Callen, Tika Sumpter, John Stamos"
Get on Up,Universal Pictures / Imagine Entertainment,"Tate Taylor (director); Jez Butterworth, John-Henry Butterworth (screenplay); Chadwick Boseman, Nelsan Ellis, Dan Aykroyd, Viola Davis, Craig Robinson, Octavia Spencer"
Guardians of the Galaxy,Marvel Studios / Walt Disney Studios Motion Pictures,"James Gunn (director/screenplay); Nicole Perlman (screenplay); Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel, Bradley Cooper, Lee Pace, Michael Rooker, Karen Gillan, Djimon Hounsou, John C. Reilly, Glenn Close, Benicio del Toro"
Mercenaries,The Asylum,"Christopher Douglas Ray (director); Edward DeRuiter (screenplay); Brigitte Nielsen, Vivica A. Fox, Kristanna Loken, Zoë Bell, Cynthia Rothrock"
4 Minute Mile,Gravitas Ventures,"Charles-Olivier Michaud (director); Jeff Van Wie, Josh Campbell (screenplay); Kelly Blatz, Richard Jenkins, Cam Gigandet, Analeigh Tipton, Rhys Coiro, Kim Basinger"
The Hundred-Foot Journey,Touchstone Pictures / DreamWorks Pictures / Reliance Entertainment / Participant Media / Amblin Entertainment,"Lasse Hallström (director); Steven Knight (screenplay); Helen Mirren, Om Puri, Manish Dayal, Charlotte Le Bon"
Into the Storm,Warner Bros. / New Line Cinema / Village Roadshow Pictures,"Steven Quale (director); John Swetnam (screenplay); Richard Armitage, Sarah Wayne Callies, Matt Walsh, Alycia Debnam-Carey, Arlen Escarpeta"
Step Up: All In,Summit Entertainment,"Trish Sie (director); John Swetnam (screenplay); Ryan Guzman, Briana Evigan, Stephen ""tWitch"" Boss, Misha Gabriel, Izabella Miko, Alyson Stoner, Adam Sevani"
Teenage Mutant Ninja Turtles,Paramount Pictures / Nickelodeon Movies / Platinum Dunes,"Jonathan Liebesman (director); Josh Appelbaum, André Nemec, Evan Daugherty (screenplay); Megan Fox, Will Arnett, William Fichtner, Danny Woodburn, Abby Elliott, Noel Fisher, Jeremy Howard, Pete Ploszek, Alan Ritchson"
Let's Be Cops,20th Century Fox,"Luke Greenfield (director/screenplay); Nicholas Thomas (screenplay); Damon Wayans, Jr., Jake Johnson, Rob Riggle, Nina Dobrev, James D'Arcy, Andy García"
The Expendables 3,Lionsgate / Millennium Films / Nu Image,"Patrick Hughes (director); Sylvester Stallone, Creighton Rothenberger, Katrin Benedikt (screenplay); Sylvester Stallone, Jason Statham, Antonio Banderas, Jet Li, Wesley Snipes, Dolph Lundgren, Kelsey Grammer, Randy Couture, Terry Crews, Kellan Lutz, Ronda Rousey, Glen Powell, Victor Ortiz, Robert Davi, Mel Gibson, Harrison Ford, Arnold Schwarzenegger"
The Giver,The Weinstein Company,"Phillip Noyce (director); Michael Mitnick, Robert B. Weide (screenplay); Jeff Bridges, Meryl Streep, Brenton Thwaites, Alexander Skarsgård, Katie Holmes, Taylor Swift, Cameron Monaghan, Odeya Rush, Emma Tremblay"
Life After Beth,A24 Films,"Jeff Baena (director/screenplay); Aubrey Plaza, Dane DeHaan, Molly Shannon, Cheryl Hines, Paul Reiser, Matthew Gray Gubler, John C. Reilly"
The One I Love,RADiUS-TWC,"Charlie McDowell (director); Justin Lader (screenplay); Mark Duplass, Elisabeth Moss, Ted Danson"
If I Stay,Warner Bros.,"R. J. Cutler (director); Shauna Cross (screenplay); Chloë Grace Moretz, Mireille Enos, Joshua Leonard, Stacy Keach"
Leprechaun: Origins,Lionsgate,Zach Lipovsky (director); Harris Wilkinson (screenplay); Dylan Postl
Love Is Strange,Sony Pictures,"Ira Sachs (director/screenplay); Mauricio Zacharias (screenplay); Alfred Molina, John Lithgow, Darren Burrows, Charlie Tahan, Cheyenne Jackson, Manny Pérez, Marisa Tomei"
The Prince,Lionsgate,"Brian A. Miller (director); Andre Fabrizio, Jeremy Passmore (screenplay); Jason Patric, Bruce Willis, John Cusack, Rain, Jessica Lowndes, Johnathon Schaech, Gia Mantegna, 50 Cent"
Sin City: A Dame to Kill For,Dimension Films / Miramax Films / Troublemaker Studios,"Robert Rodriguez (director); Frank Miller (director/screenplay); Mickey Rourke, Jessica Alba, Josh Brolin, Joseph Gordon-Levitt, Rosario Dawson, Bruce Willis, Eva Green, Powers Boothe, Dennis Haysbert, Ray Liotta, Jaime King, Christopher Lloyd, Jamie Chung, Jeremy Piven, Christopher Meloni, Juno Temple"
When the Game Stands Tall,TriStar Pictures / Affirm Films / Mandalay Pictures,"Thomas Carter (director); Jim Caviezel, Laura Dern, Michael Chiklis, Alexander Ludwig"
"As Above, So Below",Universal Pictures / Legendary Pictures,"John Erick Dowdle (director/screenplay); Drew Dowdle (screenplay); Perdita Weeks, Ben Feldman, Edwin Hodge, François Civil, Marion Lambert, Ali Marhyar"
Cake,"After Dark Films
Echo Films
Cinelou Films","Daniel Barnz (director); Patrick Tobin (screenplay); Jennifer Aniston, Adriana Barraza, Felicity Huffman, William H. Macy, Anna Kendrick, Sam Worthington"
Atlas Shrugged: Part III,Atlas Distribution,"James Manera (director/screenplay); Harmon Kaslow, John Aglialoro (screenplay); Kristoffer Polaha, Laura Regan, Greg Germann, Eric Allan Kramer, Tony Denison, Mark Moses, Lew Temple, Stephen Tobolowsky, Peter Mackenzie, Larry Cedar, Louis Herthum, Neil Dickson, Rob Morrow, Joaquim de Almeida"
Dolphin Tale 2,Warner Bros. / Alcon Entertainment,"Charles Martin Smith (director/screenplay); Harry Connick Jr., Ashley Judd, Nathan Gamble, Kris Kristofferson, Cozi Zuehlsdorff, Morgan Freeman"
Honeymoon,Magnolia Pictures,"Leigh Janiak (director/screenplay); Phil Graziadei (screenplay); Rose Leslie, Harry Treadaway"
No Good Deed,Screen Gems / Will Packer Productions,"Sam Miller (director); Aimée Lagos (screenplay); Idris Elba, Taraji P. Henson, Leslie Bibb, Kate del Castillo, Henry Simmons"
The Guest,Picturehouse,"Adam Wingard (director); Simon Barrett (screenplay); Dan Stevens, Maika Monroe, Leland Orser, Sheila Kelley, Brendan Meyer, Lance Reddick"
A Walk Among the Tombstones,Universal Pictures / Cross Creek Pictures,"Scott Frank (director/screenplay); Liam Neeson, Dan Stevens, David Harbour, Boyd Holbrook"
The Maze Runner,20th Century Fox,"Wes Ball (director); Noah Oppenheim, Grant Pierce Myers, T.S. Nowlin (screenplay); Dylan O'Brien, Kaya Scodelario, Thomas Brodie-Sangster, Will Poulter, Patricia Clarkson"
The Scribbler,New Artists Alliance,"John Suits (director); Daniel Schaffer (screenplay); Katie Cassidy, Garret Dillahunt, Michelle Trachtenberg, Michael Imperioli, Gina Gershon, Sasha Grey, Kunal Nayyar, Ashlynn Yennie, Eliza Dushku, Billy Campbell"
The Skeleton Twins,Roadside Attractions,"Craig Johnson (director/screenplay); Mark Heyman (screenplay); Bill Hader, Kristen Wiig, Luke Wilson, Ty Burrell, Boyd Holbrook"
This Is Where I Leave You,Warner Bros.,"Shawn Levy (director); Jonathan Tropper (screenplay); Jason Bateman, Tina Fey, Adam Driver, Rose Byrne, Corey Stoll, Kathryn Hahn, Jane Fonda"
Tusk,A24 Films,"Kevin Smith (director/screenplay); Michael Parks, Justin Long, Haley Joel Osment, Genesis Rodriguez"
The Boxtrolls,Focus Features / Laika,"Graham Annable, Anthony Stacchi (director); Irena Brignull, Adam Pava (screenplay); Ben Kingsley, Isaac Hempstead Wright, Elle Fanning, Dee Bradley Baker, Steve Blum, Toni Collette, Jared Harris, Nick Frost, Richard Ayoade, Tracy Morgan, Simon Pegg"
The Equalizer,Columbia Pictures / Village Roadshow Pictures / Escape Artists,"Antoine Fuqua (directors); Richard Wenk (screenplay); Denzel Washington, Marton Csokas, Chloë Grace Moretz, David Harbour, Bill Pullman, Melissa Leo"
The Song,Samuel Goldwyn Films,"Richard Ramsey (director/screenplay); Alan Powell, Ali Faulkner, Caitlin Nicol-Thomas, Danny Vinson, Gary Jenkins, Aaron Benward, Kenda Benward, Jude Ramsey"
The Two Faces of January,Magnolia Pictures,"Hossein Amini (director/screenplay); Viggo Mortensen, Kirsten Dunst, Oscar Isaac"
Annabelle,Warner Bros. / New Line Cinema,"John R. Leonetti (director); Gary Dauberman (screenplay); Annabelle Wallis, Ward Horton, Alfre Woodard"
Gone Girl,20th Century Fox / Regency Enterprises,"David Fincher (director); Gillian Flynn (screenplay); Ben Affleck, Rosamund Pike, Neil Patrick Harris, Tyler Perry"
The Good Lie,Warner Bros. / Alcon Entertainment / Imagine Entertainment / Black Label Media,"Philippe Falardeau (director); Margaret Nagle (screenplay); Reese Witherspoon, Arnold Oceng, Ger Duany, Emmanuel Jal, and Corey Stoll"
Left Behind,Freestyle Releasing,"Vic Armstrong (director); Paul LaLonde, John Patus (screenplay); Nicolas Cage, Chad Michael Murray, Cassi Thomson, Nicky Whelan, Jordin Sparks, Lea Thompson"
"Men, Women & Children",Paramount Pictures,"Jason Reitman (director/screenplay); Erin Cressida Wilson (screenplay); Rosemarie DeWitt, Jennifer Garner, Judy Greer, Dean Norris, Adam Sandler"
Last Shift,Magnet Releasing,"Anthony DiBlasi (director/screenplay); Scott Poiley (screenplay); Juliana Harkavy, Joshua Mikel, J. LaRose, Mary Lankford, Natalie Victoria, Sarah Sculco"
Addicted,Lionsgate,"Bille Woodruff (director); Christina Welsh, Ernie Barbarash (screenplay); Sharon Leal, Boris Kodjoe, Tasha Smith, Tyson Beckford, Emayatzy Corinealdi, William Levy"
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Walt Disney Pictures / 21 Laps Entertainment,"Miguel Arteta (director); Rob Lieber (screenplay); Steve Carell, Jennifer Garner, Ed Oxenbould"
Dracula Untold,Universal Pictures / Legendary Pictures,"Gary Shore (director); Matt Sazama, Burk Sharpless (screenplay); Luke Evans, Dominic Cooper, Sarah Gadon, Charles Dance"
The Judge,Warner Bros. / Village Roadshow Pictures / RatPac Entertainment,"David Dobkin (director); Nick Schenk, Bill Dubuque (screenplay); Robert Downey Jr., Robert Duvall, Vera Farmiga, Vincent D'Onofrio, Jeremy Strong, Dax Shepard, Billy Bob Thornton"
Whiplash,Sony Pictures,"Damien Chazelle (director/screenplay); Miles Teller, J. K. Simmons, Paul Reiser"
You're Not You,Entertainment One,"George C. Wolfe (director); Shana Feste, Jordan Roberts (screenplay); Hilary Swank, Emmy Rossum, Josh Duhamel"
Birdman or (The Unexpected Virtue of Ignorance),Fox Searchlight Pictures / Regency Enterprises,"Alejandro G. Iñárritu (director/screenplay); Nicolás Giacobone, Alexander Dinelaris Jr., Armando Bó (screenplay); Michael Keaton, Zach Galifianakis, Edward Norton, Andrea Riseborough, Amy Ryan, Emma Stone, Naomi Watts"
The Book of Life,20th Century Fox / Reel FX Animation Studios,"Jorge Gutierrez (director/screenplay); Doug Langdale (screenplay); Diego Luna, Zoe Saldana, Channing Tatum, Christina Applegate, Ice Cube, Ron Perlman, Kate del Castillo, Héctor Elizondo, Dan Navarro"
Camp X-Ray,IFC Films,"Peter Sattler (director/screenplay); Kristen Stewart, Peyman Moaadi, John Carroll Lynch, Lane Garrison, Joseph Julian Soria, Cory Michael Smith"
The Czar of Black Hollywood,Block Starz Music Television,Bayer Mack (director/screenplay); Oscar Micheaux
Dear White People,Lionsgate / Roadside Attractions,"Justin Simien (director/screenplay); Tyler James Williams, Tessa Thompson, Kyle Gallner, Teyonah Parris, Brandon P. Bell, Brittany Curran, Marque Richardson, Dennis Haysbert."
Fury,Columbia Pictures,"David Ayer (director/screenplay); Brad Pitt, Shia LaBeouf, Logan Lerman, Michael Peña, Jon Bernthal, Jason Isaacs, Scott Eastwood"
Listen Up Philip,Tribeca Films,"Alex Ross Perry (director/screenplay); Jason Schwartzman, Elisabeth Moss, Krysten Ritter, Joséphine de La Baume, Jonathan Pryce"
Nightcrawler,Open Road Films,"Dan Gilroy (director/screenplay); Jake Gyllenhaal, Rene Russo, Riz Ahmed, Bill Paxton"
Pernicious,Vintage Media,"James Cullen Bressack (director/screenplay); Taryn Hillin (screenplay); Ciara Hanna, Emily O'Brien, Jackie Moore"
Young Ones,Screen Media Films,"Jake Paltrow (director/screenplay); Nicholas Hoult, Elle Fanning, Michael Shannon, Kodi Smit-McPhee"
John Wick,Summit Entertainment / Thunder Road Pictures / 87Eleven Productions,"Chad Stahelski (director); Derek Kolstad (screenplay); Keanu Reeves, Michael Nyqvist, Alfie Allen, Adrianne Palicki, Bridget Moynahan, Dean Winters, Ian McShane, John Leguizamo, Willem Dafoe"
Laggies,A24 Films,"Lynn Shelton (director); Andrea Seigel (screenplay); Keira Knightley, Chloë Grace Moretz, Sam Rockwell, Kaitlyn Dever, Jeff Garlin, Ellie Kemper, Mark Webber, Daniel Zovatto"
Revenge of the Green Dragons,A24 Films,"Andrew Lau (director); Justin Chon, Ray Liotta, Harry Shum Jr., Leonard Wu, Ron Yuan, Billy Magnussen"
Ouija,Universal Pictures,"Stiles White (director/screenplay); Juliet Snowden (screenplay); Olivia Cooke, Daren Kagasoff, Douglas Smith, Bianca Santos"
Interstellar,Paramount Pictures / Legendary Pictures,"Christopher Nolan (director/screenplay); Jonathan Nolan (screenplay); Matthew McConaughey, Anne Hathaway, Jessica Chastain, Bill Irwin, Ellen Burstyn, Michael Caine"
A Merry Friggin' Christmas,Phase 4 Films,"Tristram Shapeero (director); Michael Brown (screenplay); Joel McHale, Lauren Graham, Clark Duke, Oliver Platt, Wendi McLendon-Covey, Tim Heidecker, Candice Bergen, Robin Williams"
The Better Angels,Amplify,"A. J. Edwards (director/screenplay); Jason Clarke, Diane Kruger, Brit Marling, Wes Bentley"
Big Hero 6,Walt Disney Pictures / Walt Disney Animation Studios,"Chris Williams (director); Jordan Roberts, Robert L. Baird, Dan Gerson (screenplay); Scott Adsit, Ryan Potter, Daniel Henney, T.J. Miller, Jamie Chung, Damon Wayans Jr., Genesis Rodriguez, James Cromwell, Maya Rudolph, Alan Tudyk"
Elsa & Fred,Millennium Entertainment,"Michael Radford (director/screenplay); Anna Pavignano (screenplay); Shirley MacLaine, Christopher Plummer, Marcia Gay Harden, Wendell Pierce, Jared Gilman, Chris Noth, Scott Bakula"
Jessabelle,Lionsgate / Blumhouse Productions,"Kevin Greutert (director); Robert Ben Garant (screenplay); Sarah Snook, Mark Webber, David Andrews, Joelle Carter, Ana de la Reguera"
The Peripheral,Lionsgate,"J. T. Seaton (director/screenplay); Lynn Lowry, Randy Frank"
Beside Still Waters,Tribeca Films,"Chris Lowell (director/screenplay); Mohit Narang (screenplay); Ryan Eggold, Beck Bennett, Will Brill, Brett Dalton, Erin Darke, Jessy Hodges, Britt Lower, Reid Scott"
Beyond the Lights,Relativity Media,"Gina Prince-Bythewood (director/screenplay); Gugu Mbatha-Raw, Nate Parker, Minnie Driver, Machine Gun Kelly, Danny Glover"
Dumb and Dumber To,Universal Pictures,"Peter Farrelly, Bobby Farrelly (director/screenplay); Sean Anders, John Morris, Bennett Yellin, Mike Cerrone (screenplay); Jim Carrey, Jeff Daniels, Rob Riggle, Laurie Holden, Rachel Melvin, Kathleen Turner"
Foxcatcher,Sony Pictures,"Bennett Miller (director); E. Max Frye, Dan Futterman (screenplay); Steve Carell, Channing Tatum, Mark Ruffalo, Vanessa Redgrave"
The Homesman,Roadside Attractions,"Tommy Lee Jones (director/screenplay); Kieran Fitzgerald, Wesley Oliver (screenplay); Tommy Lee Jones, Hilary Swank, Meryl Streep"
Saving Christmas,Samuel Goldwyn Films,"Darren Doane (director/screenplay); Cheston Hervey (screenplay); Kirk Cameron, Darren Doane, Bridgette Ridenour, David Shannon, Raphi Henley, Ben Kientz"
The Hunger Games: Mockingjay – Part 1,Lionsgate,"Francis Lawrence (director); Danny Strong, Peter Craig (screenplay); Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Elizabeth Banks, Julianne Moore, Philip Seymour Hoffman, Jeffrey Wright, Stanley Tucci, Donald Sutherland"
Witching Hour,Lionsgate,"Ken Comito, Melanie Comito, Vicki King, Josh Spiegel (director/screenplay); Addy Miller, Emily Johnson-Erday, Reanna Roane, Patrick Ferrara, Jim King, Pat Shumate, Stephanie Comito, Ed Kroliczak, Jini Zlatniski, Latimer Alexander V, Larry ""Scorp"" Willes, Josh Spiegel, Christy Mele, Vicki King, Liam Yates, Rick Nelson, Joey Helton"
Horrible Bosses 2,Warner Bros. / New Line Cinema / RatPac Entertainment,"Sean Anders (director/screenplay); John Morris (screenplay); Jason Bateman, Charlie Day, Jason Sudeikis, Jennifer Aniston, Jamie Foxx, Chris Pine, Christoph Waltz"
Penguins of Madagascar,20th Century Fox / DreamWorks Animation / PDI/DreamWorks,"Eric Darnell, Simon J. Smith (director); Michael Colton, John Aboud and Brandon Sawyer (screenplay); Tom McGrath, Chris Miller, Christopher Knights, Conrad Vernon, Benedict Cumberbatch, Ken Jeong, Annet Mahendru, Peter Stormare, John Malkovich"
Comet,IFC Films,"Sam Esmail (director/screenplay); Emmy Rossum, Justin Long"
Wild,20th Century Fox,"Jean-Marc Vallée (director); Nick Hornby (screenplay); Reese Witherspoon, Laura Dern"
Exodus: Gods and Kings,20th Century Fox / TSG Entertainment / Chernin Entertainment / Scott Free Productions,"Ridley Scott (director); Adam Cooper, Bill Collage, Jeffrey Caine, Steven Zaillian (screenplay); Christian Bale, Joel Edgerton, John Turturro, Aaron Paul, Ben Mendelsohn, Sigourney Weaver, Ben Kingsley"
Inherent Vice,Warner Bros.,"Paul Thomas Anderson (director/screenplay); Joaquin Phoenix, Josh Brolin, Owen Wilson, Katherine Waterston, Reese Witherspoon, Benicio del Toro, Martin Short, Jena Malone, Joanna Newsom"
The Color of Time,Starz Digital,"Edna Luise Biesold, Sarah-Violet Bliss, Gabrielle Demeestere, Alexis Gambis, Shruti Ganguly, Brooke Goldfinch, Shripriya Mahesh, Pamela Romanowsky, Bruce Thierry Cheung, Tine Thomasen, Virginia Urreiztieta, Omar Zúñiga Hidalgo (director/screenplay); Zach Braff, Bruce Campbell, Jessica Chastain, James Franco, Henry Hopper, Mila Kunis"
Top Five,Paramount Pictures,"Chris Rock (director/screenplay); Chris Rock, Rosario Dawson, Gabrielle Union, Cedric the Entertainer, J. B. Smoove, Tracy Morgan, Kevin Hart, Anders Holm, Jay Pharoah, Michael Che, Sherri Shepherd, Leslie Jones"
The Hobbit: The Battle of the Five Armies,Warner Bros. Pictures / New Line Cinema / Metro-Goldwyn-Mayer,"Peter Jackson (director/screenplay); Fran Walsh, Philippa Boyens, Guillermo del Toro (screenplay); Martin Freeman, Ian McKellen, Richard Armitage, Benedict Cumberbatch, Evangeline Lilly, Orlando Bloom, Lee Pace, Luke Evans, Ken Stott, James Nesbitt, Ian Holm, Christopher Lee"
Goodbye To All That,IFC Films,"Angus MacLachlan (director/screenplay); Paul Schneider, Anna Camp, Michael Chernus, Heather Graham, Ashley Hinshaw, Heather Lawless, Melanie Lynskey, Audrey P. Scott, Amy Sedaris"
Annie,Columbia Pictures / Village Roadshow Pictures / Overbrook Entertainment,"Will Gluck (director/screenplay); Aline Brosh McKenna (screenplay); Jamie Foxx, Quvenzhané Wallis, Rose Byrne, Bobby Cannavale, Cameron Diaz, Adewale Akinnuoye-Agbaje, David Zayas"
Night at the Museum: Secret of the Tomb,20th Century Fox / 21 Laps Entertainment / 1492 Pictures,"Shawn Levy (director); David Guion, Michael Handelman (screenplay); Ben Stiller, Robin Williams, Owen Wilson, Dan Stevens, Ben Kingsley"
American Sniper,Warner Bros. Pictures / Village Roadshow Pictures / RatPac Entertainment,"Clint Eastwood (director); Jason Dean Hall (screenplay); Bradley Cooper, Sienna Miller, Max Charles, Luke Grimes"
Big Eyes,The Weinstein Company,"Tim Burton (director); Scott Alexander, Larry Karaszewski (screenplay); Amy Adams, Christoph Waltz, Danny Huston, Jon Polito, Krysten Ritter, Jason Schwartzman, Terence Stamp"
The Gambler,Paramount Pictures,"Rupert Wyatt (director); William Monahan (screenplay); Mark Wahlberg, Brie Larson, Jessica Lange, Michael K. Williams, John Goodman"
The Interview,Columbia Pictures,"Seth Rogen, Evan Goldberg (director); Dan Sterling (screenplay); James Franco, Seth Rogen, Lizzy Caplan, Randall Park"
Into the Woods,Walt Disney Pictures,"Rob Marshall (director); James Lapine (screenplay); Meryl Streep, Emily Blunt, James Corden, Anna Kendrick, Chris Pine, Tracey Ullman, Christine Baranski, Johnny Depp"
Selma,Paramount Pictures / Plan B Entertainment,"Ava DuVernay (director/screenplay); Paul Webb (screenplay); David Oyelowo, Tom Wilkinson, Common, Carmen Ejogo"
Unbroken,Universal Pictures / Legendary Pictures,"Angelina Jolie (director); Joel Coen, Ethan Coen, Richard LaGravenese, William Nicholson (screenplay); Jack O'Connell, Domhnall Gleeson, Miyavi, Garrett Hedlund, Finn Wittrock"
