Film,Production,Cast
The Birthday Cake,Screen Media Films,"Jimmy Giannopoulos (director/screenplay); Diomedes Raul Bermudez, Shiloh Fernandez (screenplay); Shiloh Fernandez, Val Kilmer, Ewan McGregor, Ashley Benson, Lorraine Bracco, David Mazouz"
Rita Moreno: Just a Girl Who Decided to Go for It,Roadside Attractions,"Mariem Pérez Riera (director/screenplay); Rita Moreno, Eva Longoria, George Chakiris, Gloria Estefan, Héctor Elizondo, Karen Olivo, Justina Machado, Lin-Manuel Miranda, Mitzi Gaynor, Morgan Freeman, Norman Lear, Terrence McNally, Whoopi Goldberg"
The Sparks Brothers,Focus Features / MRC,"Edgar Wright (director/screenplay); Ron Mael, Russell Mael"
Truman & Tennessee: An Intimate Conversation,Fischio Films / Peaceable Assembly,"Lisa Immordino Vreeland (director/screenplay); Jim Parsons, Zachary Quinto"
Stalker,Vertical Entertainment,"Tyler Savage (director/screenplay); Dash Hawkins (screenplay); Christine Ko, Vincent van Horn, Michael Joplin, Dusty Sorg, Carla Valentine, Scott Subiono"
Love Spreads,Dignity Film Finance / Film Shed,"Jamie Adams (director/screenplay); Alia Shawkat, Eiza González, Chanel Cresswell, Nick Helm, Dolly Wells, Tara Lee"
A Crime on the Bayou,Shout! Studios,"Nancy Buirski (director/screenplay); Gary Duncan, Richard Sobol"
Good on Paper,Netflix / Universal Pictures,"Kimmy Gatewood (director); Iliza Shlesinger (screenplay); Iliza Shlesinger, Ryan Hansen, Margaret Cho, Rebecca Rittenhouse"
F9,Universal Pictures / Original Film / One Race Films / Roth/Kirschenbaum Films,"Justin Lin (director/screenplay); Daniel Casey (screenplay); Vin Diesel, John Cena, Michelle Rodriguez, Tyrese Gibson, Chris ""Ludacris"" Bridges, Jordana Brewster, Nathalie Emmanuel, Sung Kang, Michael Rooker, Helen Mirren, Kurt Russell, Charlize Theron"
The Ice Road,Netflix,"Jonathan Hensleigh (director/screenplay); Liam Neeson, Benjamin Walker, Amber Midthunder, Marcus Thomas, Holt McCallany, Martin Sensmeier, Matt McCoy, Matt Salinger, Laurence Fishburne"
Werewolves Within,IFC Films / Ubisoft Film & Television,"Josh Ruben (director); Mishna Wolff (screenplay); Sam Richardson, Milana Vayntrub, George Basil, Sarah Burns, Michael Chernus, Catherine Curtin, Harvey Guillén, Cheyenne Jackson, Michaela Watkins, Glenn Fleshler"
False Positive,A24 / Hulu,"John Lee (director/screenplay); Ilana Glazer (screenplay); Ilana Glazer, Justin Theroux, Sophia Bush, Josh Hamilton, Pierce Brosnan"
Lansky,Vertical Entertainment,"Eytan Rockaway (director/screenplay); Harvey Keitel, Sam Worthington, AnnaSophia Robb, Minka Kelly, David James Elliott, John Magaro"
I Carry You with Me,Sony Pictures Classics / Stage 6 Films,"Heidi Ewing (director/screenplay); Alan Page Arriaga (screenplay); Armando Espitia, Christian Vázquez, Michelle Rodríguez, Ángeles Cruz, Arcelia Ramírez, Michelle González"
Mary J. Blige's My Life,Amazon Studios,"Vanessa Roth (director/screenplay); Mary J. Blige, Taraji P. Henson, Alicia Keys, Sean Combs"
Fathom,Apple TV+,"Drew Xanthopoulos (director/screenplay); Michelle Fournet, Ellen Garland"
Rollers,Level 33 Entertainment,"Isaiah Smallman (director); Johnny Ray Gill, Kate Cobb, Vicky Jeudy, Kevin Bigley"
America: The Motion Picture,Netflix / Floyd County Productions,"Matt Thompson (director); Dave Callaham (screenplay); Channing Tatum, Jason Mantzoukas, Olivia Munn, Bobby Moynihan, Judy Greer, Will Forte, Raoul Trujillo, Killer Mike, Simon Pegg, Andy Samberg"
Zola,A24,"Janicza Bravo (director/screenplay); Jeremy O. Harris (screenplay); Taylour Paige, Riley Keough, Nicholas Braun, Ari'el Stachel, Colman Domingo"
No Sudden Move,HBO Max / Warner Bros. Pictures,"Steven Soderbergh (director); Ed Solomon (screenplay); Don Cheadle, Benicio del Toro, David Harbour, Jon Hamm, Amy Seimetz, Brendan Fraser, Kieran Culkin, Noah Jupe, Craig Grant, Julia Fox, Frankie Shaw, Ray Liotta, Bill Duke"
The Tomorrow War,Amazon Studios / Skydance Media / Paramount Pictures,"Chris McKay (director); Zach Dean (screenplay); Chris Pratt, Yvonne Strahovski, J. K. Simmons, Betty Gilpin, Sam Richardson, Edwin Hodge, Jasmine Mathews, Ryan Kiera Armstrong, Keith Powers"
The Boss Baby: Family Business,Universal Pictures / DreamWorks Animation / Peacock,"Tom McGrath (director); Michael McCullers (screenplay); Alec Baldwin, James Marsden, Amy Sedaris, Ariana Greenblatt, Jeff Goldblum, Eva Longoria, Jimmy Kimmel, Lisa Kudrow"
The Forever Purge,Universal Pictures / Platinum Dunes / Blumhouse Productions,"Everardo Gout (director); James DeMonaco (screenplay); Ana de la Reguera, Tenoch Huerta, Josh Lucas, Cassidy Freeman, Leven Rambin, Alejandro Edda, Will Patton"
Fear Street Part One: 1994,Netflix / Chernin Entertainment,"Leigh Janiak (director/screenplay); Phil Graziadei (screenplay); Kiana Madeira, Olivia Scott Welch, Benjamin Flores Jr., Julia Rehwald, Fred Hechinger, Ashley Zukerman, Darrell Britt-Gibson, Maya Hawke, Jordana Spiro, Jordyn DiNatale"
Summer of Soul,Searchlight Pictures / Hulu,"Questlove (director); Stevie Wonder, Nina Simone, Sly and the Family Stone, Gladys Knight & the Pips, Mahalia Jackson, B.B. King, The 5th Dimension"
Till Death,Screen Media Films / Millennium Films,"S.K. Dale (director); Jason Carvey (screenplay); Megan Fox, Eoin Macken, Callan Mulvey, Jack Roth, Aml Ameen"
Let Us In,Samuel Goldwyn Films,"Craig Moss (director/screenplay); Joe Callero (screenplay); Mackenzie Moss, Sadie Stanley, Mackenzie Ziegler, Siena Agudong, Tobin Bell"
Black Widow,Marvel Studios / Disney+,"Cate Shortland (director); Eric Pearson (screenplay); Scarlett Johansson, Florence Pugh, David Harbour, O-T Fagbenle, Olga Kurylenko, William Hurt, Ray Winstone, Rachel Weisz"
Fear Street Part Two: 1978,Netflix / Chernin Entertainment,"Leigh Janiak (director/screenplay); Zak Olkewikz (screenplay); Sadie Sink, Emily Rudd, Ryan Simpkins, McCabe Slye, Ted Sutherland, Jordana Spiro, Gillian Jacobs, Kiana Madeira, Benjamin Flores Jr., Ashley Zukerman, Olivia Scott Welch, Jordyn DiNatale"
Summertime,Good Deed Entertainment / Los Angeles Media Fund,"Carlos López Estrada (director); Dave Harris (screenplay); Tyris Winter, Marquesha Babers, Maia Mayor, Austin Antoine, Bryce Banks"
Gunpowder Milkshake,Netflix / StudioCanal / STXfilms / The Picture Company,"Navot Papushado (director/screenplay); Ehud Lavski (screenplay); Karen Gillan, Lena Headey, Carla Gugino, Chloe Coleman, Michelle Yeoh, Angela Bassett, Paul Giamatti"
Space Jam: A New Legacy,Warner Bros. Pictures / Warner Animation Group / HBO Max,"Malcolm D. Lee (director); Juel Taylor, Tony Rettenmaier, Keenan Coogler, Terence Nance, Jesse Gordon, Celeste Ballard (screenplay); LeBron James, Don Cheadle, Khris Davis, Sonequa Martin-Green, Cedric Joe, Jeff Bergman, Eric Bauza, Zendaya"
Escape Room: Tournament of Champions,Columbia Pictures / Original Film,"Adam Robitel (director); Will Honley, Maria Melnik, Daniel Tuch, Oren Uziel (screenplay); Taylor Russell, Logan Miller, Indya Moore, Holland Roden, Thomas Cocquerel, Carlito Olivero, Isabelle Fuhrman"
Fear Street Part Three: 1666,Netflix / Chernin Entertainment,"Leigh Janiak (director/screenplay); Phil Graziadei (screenplay); Kiana Madeira, Ashley Zukerman, Gillian Jacobs, Olivia Scott Welch, Benjamin Flores Jr., Darrell Britt-Gibson, Fred Hechinger, Julia Rehwald, Sadie Sink, Emily Rudd, McCabe Slye, Jordana Spiro, Jordyn DiNatale"
Die in a Gunfight,Lionsgate,"Colin Schiffli (director); Andrew Barrer, Gabriel Ferrari (screenplay); Alexandra Daddario, Diego Boneta, Justin Chatwin, Wade Allain-Marcus, Billy Crudup, Emmanuelle Chriqui, Travis Fimmel"
Pig,Neon / Endeavour Content,"Michael Sarnoski (director/screenplay); Nicolas Cage, Alex Wolff, Adam Arkin"
Out of Death,Vertical Entertainment,"Mike Burns (director); Bill Lawrence (screenplay); Bruce Willis, Jaime King, Lala Kent"
Roadrunner: A Film About Anthony Bourdain,Focus Features,Morgan Neville (director/screenplay); Caitrin Rogers (screenplay); Anthony Bourdain
How It Ends,American International Pictures,"Daryl Wein, Zoe Lister-Jones (director/screenplay); Zoe Lister-Jones, Cailee Spaeny, Olivia Wilde, Fred Armisen, Helen Hunt, Lamorne Morris, Nick Kroll"
Trollhunters: Rise of the Titans,Netflix / DreamWorks Animation,"Johane Matte, Andrew L. Schmidt, Francisco Ruiz Velasco (directors); Guillermo del Toro, Marc Guggenheim, The Hageman Brothers (screenplay); Emile Hirsch, Lexi Medrano, Charlie Saxton, Kelsey Grammer, Fred Tatasciore, Colin O'Donoghue, Diego Luna, Tatiana Maslany, Steven Yeun, Cole Sand, Alfred Molina, Nick Frost, Nick Offerman"
Snake Eyes,Paramount Pictures / Metro-Goldwyn-Mayer / Skydance Media / Entertainment One,"Robert Schwentke (director); Evan Spiliotopoulos, Joe Shrapnel, Anna Waterhouse (screenplay); Henry Golding, Andrew Koji, Úrsula Corberó, Samara Weaving, Iko Uwais, Haruka Abe, Takehiro Hira, Peter Mensah"
Old,Universal Pictures / Perfect World Pictures / Blinding Edge Pictures,"M. Night Shyamalan (director/screenplay); Gael García Bernal, Vicky Krieps, Rufus Sewell, Alex Wolff, Thomasin McKenzie, Abbey Lee, Nikki Amuka-Bird, Ken Leung, Eliza Scanlen, Aaron Pierre, Embeth Davidtz, Emun Elliott"
Joe Bell,Roadside Attractions / Nine Stories Productions,"Reinaldo Marcus Green (director); Diana Ossana, Larry McMurtry (screenplay); Mark Wahlberg, Reid Miller, Connie Britton, Gary Sinise"
Jolt,Amazon Studios / Millennium Media,"Tanya Wexler (director); Scott Wascha (screenwriter); Kate Beckinsale, Bobby Cannavale, Laverne Cox, Stanley Tucci, Jai Courtney, Susan Sarandon"
Midnight in the Switchgrass,Lionsgate,"Randall Emmett (director); Alan Horsnail (screenplay); Megan Fox, Bruce Willis, Emile Hirsch, Machine Gun Kelly, Lukas Haas"
Broken Diamonds,FilmRise / Black Label Media,"Peter Sattler (director); Steve Waverly (screenplay); Ben Platt, Lola Kirke, Yvette Nicole Brown, Alphonso McAuley, Lynda Boyd"
Val,Amazon Studios / A24,"Leo Scott, Ting Poo (directors); Val Kilmer"
Ailey,Neon,Jamila Wignot (director)
Jungle Cruise,Walt Disney Pictures / Davis Entertainment / Seven Bucks Productions / Disney+,"Jaume Collet-Serra (director); Michael Green, Glenn Ficarra, John Requa (screenplay); Dwayne Johnson, Emily Blunt, Édgar Ramírez, Jack Whitehall, Jesse Plemons, Paul Giamatti"
Vivo,Netflix / Columbia Pictures / Sony Pictures Animation,"Kirk DeMicco (director); Quiara Alegría Hudes (screenplay); Lin-Manuel Miranda, Ynairaly Simo, Zoe Saldana, Juan de Marcos González, Michael Rooker, Brian Tyree Henry, Nicole Byer, Gloria Estefan"
Stillwater,Focus Features / DreamWorks Pictures / Participant,"Tom McCarthy (director/screenplay); Marcus Hinchey, Thomas Bidegain, Noé Debré (screenplay); Matt Damon, Camille Cottin, Abigail Breslin"
The Green Knight,A24 / Bron Creative,"David Lowery (director/screenplay); Dev Patel, Alicia Vikander, Joel Edgerton, Sarita Choudhury, Sean Harris, Ralph Ineson, Barry Keoghan, Erin Kellyman, Kate Dickie"
Nine Days,Sony Pictures Classics,"Edson Oda (director/screenplay); Winston Duke, Zazie Beetz, Benedict Wong, Tony Hale, Bill Skarsgård"
Ride the Eagle,Decal / JTJ Films,"Trent O'Donnell (director/screenplay); Jake Johnson (screenplay); Jake Johnson, D'Arcy Carden, J.K. Simmons, Susan Sarandon"
The Evening Hour,Strand Releasing,"Braden King (director); Elizabeth Palmore (screenplay); Philip Ettinger, Stacy Martin, Cosmo Jarvis, Michael Trotter, Kerry Bishé, Lili Taylor"
Lorelei,Vertical Entertainment,"Sabrina Doyle (director/screenplay); Pablo Schreiber, Jena Malone"
Enemies of the State,IFC Films,Sonia Kennebeck (director)
The Suicide Squad,Warner Bros. Pictures / DC Films / Atlas Entertainment / HBO Max,"James Gunn (director/screenplay); Idris Elba, Margot Robbie, John Cena, Joel Kinnaman, Sylvester Stallone, Viola Davis, David Dastmalchian, Daniela Melchior, Michael Rooker, Jai Courtney, Peter Capaldi, Alice Braga, Pete Davidson, Nathan Fillion, Sean Gunn, Flula Borg, Mayling Ng"
Naked Singularity,Screen Media Films / Scott Free Productions,"Chase Palmer (director/screenplay); David Matthews (screenplay); John Boyega, Olivia Cooke, Bill Skarsgård, Ed Skrein, Linda Lavin, Tim Blake Nelson"
John and the Hole,IFC Films,"Pascual Sisto (director); Nicolás Giacobone (screenplay); Charlie Shotwell, Michael C. Hall, Jennifer Ehle, Taissa Farmiga"
Playing God,Vertical Entertainment,"Scott Brignac (director/screenplay); Hannah Kasulka, Luke Benward, Jude Demorest, Marc Menchaca, Alan Tudyk, Michael McKean"
Swan Song,Magnolia Pictures,"Todd Stephens (director/screenplay); Udo Kier, Jennifer Coolidge, Linda Evans, Michael Urie, Ira Hawkins, Stephanie McVay"
She Ball,Redbox Entertainment,"Nick Cannon (director/screenplay); Glenda L. Richardson (screenplay); Nick Cannon, Chris Brown, Jaliyuh Manuel, K.D. Aubert, Rebecca De Mornay, Tammy Brawner, Evan Ross"
The Kissing Booth 3,Netflix,"Vince Marcello (director/screenplay); Jay Arnold (screenplay); Joey King, Joel Courtney, Jacob Elordi, Taylor Zakhar Perez, Maisie Richardson-Sellers, Meganne Young, Molly Ringwald"
Homeroom,Hulu,Peter Nicks (director)
Free Guy,20th Century Studios / 21 Laps Entertainment / Maximum Effort / TSG Entertainment,"Shawn Levy (director); Matt Lieberman, Zak Penn (screenplay); Ryan Reynolds, Jodie Comer, Lil Rel Howery, Utkarsh Ambudkar, Joe Keery, Taika Waititi"
Respect,Metro-Goldwyn-Mayer / Bron Creative,"Liesl Tommy (director); Tracey Scott Wilson (screenplay); Jennifer Hudson, Forest Whitaker, Marlon Wayans, Audra McDonald, Marc Maron, Tituss Burgess, Mary J. Blige"
Beckett,Netflix / Rai Cinema,"Ferdinando Cito Filomarino (director); Kevin A. Rice (screenplay); John David Washington, Boyd Holbrook, Vicky Krieps, Alicia Vikander"
Don't Breathe 2,Screen Gems / Stage 6 Films / Ghost House Pictures,"Rodo Sayagues (director/screenplay); Fede Álvarez (screenplay); Stephen Lang, Brendan Sexton III, Madelyn Grace"
CODA,Apple TV+ / Pathé Films,"Sian Heder (director/screenplay); Emilia Jones, Eugenio Derbez, Troy Kotsur, Ferdia Walsh-Peelo, Daniel Durant, Marlee Matlin"
Not Going Quietly,Greenwich Entertainment,Nicholas Bruckman (director/screenplay); Amanda Roddy (screenplay)
PAW Patrol: The Movie,Paramount Pictures / Nickelodeon Movies / Paramount+,"Cal Brunker (director); Cal Brunker, Bob Barlen, Billy Frolick (screenplay); Iain Armitage, Marsai Martin, Ron Pardo, Yara Shahidi, Kim Kardashian, Randall Park, Dax Shepard, Tyler Perry, Jimmy Kimmel, Will Brisbin, Keegan Hedley, Lilly Bartlam, Kingsley Marshall, Callum Shoniker, Shayle Simons"
Reminiscence,Warner Bros. Pictures / FilmNation Entertainment / HBO Max,"Lisa Joy (director/screenplay); Hugh Jackman, Rebecca Ferguson, Thandiwe Newton, Cliff Curtis, Marina de Tavira, Daniel Wu"
The Protégé,Lionsgate / Millennium Media / Ingenious Media,"Martin Campbell (director); Richard Wenk (screenplay); Michael Keaton, Maggie Q, Samuel L. Jackson, Robert Patrick"
Sweet Girl,Netflix,"Brian Andrew Mendoza (director); Philip Eisner, Gregg Hurwitz (screenplay); Jason Momoa, Isabela Merced, Manuel Garcia-Rulfo, Raza Jaffrey, Justin Bartha, Lex Scott Davis, Michael Raymond-James, Adria Arjona, Amy Brenneman"
The Loud House Movie,Netflix Animation / Nickelodeon Movies,"Dave Needham (director); Asher Bishop, David Tennant, Michelle Gomez, Jill Talley, Brian Stepanek, Catherine Taber, Liliana Mumy, Nika Futterman, Cristina Pucelli, Jessica DiCicco, Grey Griffin, Lara Jill Miller, Katy Townsend, Andre Robinson"
The Night House,Searchlight Pictures / TSG Entertainment,"David Bruckner (director); Ben Collins, Luke Piotrowski (screenplay); Rebecca Hall, Sarah Goldberg, Evan Jonigkeit, Stacy Martin, Vondie Curtis-Hall"
Flag Day,Metro-Goldwyn-Mayer,"Sean Penn (director); Jez Butterworth, John-Henry Butterworth (screenplay); Dylan Penn, Sean Penn, Katheryn Winnick, Eddie Marsan, Josh Brolin, Regina King"
Cryptozoo,Magnolia Pictures,"Dash Shaw (director/screenplay); Lake Bell, Michael Cera, Angeliki Papoulia, Zoe Kazan, Peter Stormare, Grace Zabriskie, Louisa Krause, Thomas Jay Ryan, Alex Karpovsky"
Habit,Lionsgate / Voltage Pictures,"Janell Shirtcliff (director); Suki Kaiser (screenplay); Josie Ho, Bella Thorne, Gavin Rossdale, Hana Mae Lee, Paris Jackson"
Demonic,IFC Midnight / AGC Studios,"Neill Blomkamp (director/screenplay); Carly Pope, Chris William Martin, Michael Rogers, Nathalie Boltt, Terry Chen"
Risen,Vertical Entertainment,"Eddie Arya (director/screenplay); Caroline McQuade, Kenneth Trujillo, Wassim Hawat, Buffy Anne Littaua, Nicole Sharrock, Melissa Brattoni, Anthony Moisset, Marcus Johnson"
The Witcher: Nightmare of the Wolf,Netflix / Studio Mir,"Kwang Il Han (director); Beau DeMayo (screenplay); Theo James, Lara Pulver, Graham McTavish, Mary McDonnell"
Really Love,Netflix,"Angel Kristi Williams (director/screenplay); Felicia Pride (screenplay); Kofi Siriboe, Yootha Wong-Loi-Sing, Blair Underwood, Uzo Aduba, Tristan Wilds"
Candyman,Universal Pictures / Metro-Goldwyn-Mayer / Bron Creative / Monkeypaw Productions,"Nia DaCosta (director/screenplay); Jordan Peele, Win Rosenfeld (screenplay); Yahya Abdul-Mateen II, Teyonah Parris, Nathan Stewart-Jarrett, Colman Domingo, Kyle Kaminsky, Vanessa Estelle Williams"
Vacation Friends,Hulu / 20th Century Studios,"Clay Tarver (director/screenplay); Tom Mullen, Tim Mullen, Jonathan Goldstein, John Francis Daley (screenplay); John Cena, Lil Rel Howery, Yvonne Orji, Meredith Hagner, Lynn Whitfield, Andrew Bachelor"
He's All That,Netflix / Miramax,"Mark Waters (director); R. Lee Fleming (screenplay); Addison Rae, Tanner Buchanan, Madison Pettis, Rachael Leigh Cook, Peyton Meyer, Matthew Lillard"
No Man of God,RLJE Films,"Amber Sealey (director); C. Robert Cargill (screenplay); Elijah Wood, Luke Kirby, Aleksa Palladino, Robert Patrick"
Rushed,Vertical Entertainment,"Vibeke Muasya (director); Siobhan Fallon Hogan (screenplay), Siobhan Fallon Hogan, Robert Patrick, Jake Weary, Peri Gilpin"
Afterlife of the Party,Netflix,"Stephen Herek (director); Carrie Freedle (screenplay); Victoria Justice, Midori Francis, Timothy Renouf, Adam Garcia, Gloria Garcia, Spencer Sutherland"
Shang-Chi and the Legend of the Ten Rings,Marvel Studios,"Destin Daniel Cretton (director/screenplay); David Callaham, Andrew Lanham (screenplay); Simu Liu, Awkwafina, Meng'er Zhang, Fala Chen, Florian Munteanu, Benedict Wong, Michelle Yeoh, Ben Kingsley, Tony Leung"
Cinderella,Amazon Studios / Columbia Pictures / Fulwell 73,"Kay Cannon (director/screenwriter); Camila Cabello, Idina Menzel, Nicholas Galitzine, Minnie Driver, Pierce Brosnan, Billy Porter"
Worth,Netflix,"Sara Colangelo (director); Max Borenstein (screenplay); Michael Keaton, Stanley Tucci, Amy Ryan, Tate Donovan, Shunori Ramanathan, Laura Benanti, Marc Maron"
The Gateway,Lionsgate,"Michele Civetta (director/screenplay); Alexander Felix Bendaña, Andrew Levitas (screenplay); Shea Whigham, Olivia Munn, Frank Grillo, Bruce Dern, Keith David"
Wild Indian,Vertical Entertainment,"Lyle Mitchell Corbine Jr. (director/screenplay); Michael Greyeyes, Chaske Spencer, Jesse Eisenberg, Kate Bosworth"
We Need to Do Something,IFC Films,"Sean King O'Grady (director); Max Booth III (screenwriter); Sierra McCormick, Vinessa Shaw, Pat Healy, Ozzy Osbourne"
Kate,Netflix / 87North Productions,"Cedric Nicolas-Troyan (director); Umair Aleem (screenplay); Mary Elizabeth Winstead, Miku Martineau, Woody Harrelson, Tadanobu Asano, Michiel Huisman, Miyavi, Jun Kunimura"
Everybody's Talking About Jamie,Amazon Studios / Regency Enterprises / Film4,"Jonathan Butterell (director); Tom MacRae (screenplay); Max Harwood, Sarah Lancashire, Lauren Patel, Shobna Gulati, Ralph Ineson, Adeel Akhtar, Samuel Bottomley, Sharon Horgan, Richard E. Grant"
Malignant,Warner Bros. Pictures / New Line Cinema / HBO Max,"James Wan (director); Akela Cooper (screenplay); Annabelle Wallis, Maddie Hasson, George Young, Michole Briana White, Jacqueline McKenzie"
Queenpins,STXfilms / AGC Studios,"Aron Gaudet, Gita Pullapilly (directors/screenplay); Kristen Bell, Kirby Howell-Baptiste, Paul Walter Hauser, Bebe Rexha, Vince Vaughn"
The Card Counter,Focus Features,"Paul Schrader (director/screenplay); Oscar Isaac, Tiffany Haddish, Tye Sheridan, Willem Dafoe"
Come from Away,Apple TV+ / Entertainment One,"Christopher Ashley (director); Irene Sankoff, David Hein (screenplay); Petrina Bromley, Jenn Colella, De'Lon Grant, Joel Hatch, Tony LePage, Caesar Samayoa, Q. Smith, Astrid Van Wieren, Emily Walton, Jim Walton, Sharon Wheatley, Paul Whitty"
The Voyeurs,Amazon Studios,"Michael Mohan (director/screenplay); Sydney Sweeney, Justice Smith, Ben Hardy, Natasha Liu Bordizzo"
Small Engine Repair,Vertical Entertainment,"John Pollono (director/screenplay); Jon Bernthal, Shea Whigham, Jordana Spiro, John Pollono, Ciara Bravo, Spencer House"
Language Lessons,Shout! Studios,"Natalie Morales (director/screenplay), Mark Duplass (screenplay), Natalie Morales, Mark Duplass, Desean Terry"
Show Me the Father,Affirm Films,"Rick Altizer (director); Sherman Smith, Tony Evans, Steven Kendrick, Alex Kendrick, Deland McCullough, Jim Daly, Eddie George"
Catch the Bullet,Lionsgate,"Michael Feifer (director); Jerry Robbins (screenplay); Jay Pickett, Peter Facinelli, Tom Skerritt"
Dating and New York,IFC Films,"Jonah Feingold (director/screenplay); Francesca Reale, Jaboukie Young-White, Catherine Cohen, Brian Muller, Jerry Ferrara"
Bad Candy,Dread,"Scott B. Hansen, Desiree Connell (director/screenplay); Zach Galligan, Derek Russo, Corey Taylor"
Generation Wrecks,Futuregraph Entertainment,"Kevin T. Morales (director/screenplay); Victoria Leigh, Bridget McGarry (screenplay); Bridget McGarry, Victoria Leigh, Okieriete Onaodowan, Emily Bergl, Heather Matarazzo"
My Son,Peacock / STXfilms,"Christian Carion (director/screenplay); Laurie Irrmann (screenplay); James McAvoy, Claire Foy, Gary Lewis, Tom Cullen"
Nightbooks,Netflix / Ghost House Pictures,"David Yarovesky (director); Mikki Daughtry, Tobias Iaconis (screenplay); Winslow Fegley, Lidya Jewett, Krysten Ritter"
The Starling,Netflix / Entertainment One,"Theodore Melfi (director); Matt Harris (screenpaly); Melissa McCarthy, Chris O'Dowd, Timothy Olyphant, Daveed Diggs, Skyler Gisondo, Laura Harrier, Rosalind Chao, Loretta Devine, Kevin Kline"
The Eyes of Tammy Faye,Searchlight Pictures / TSG Entertainment / Freckle Films / MWM Studios,"Michael Showalter (director); Abe Sylvia (screenplay); Jessica Chastain, Andrew Garfield, Cherry Jones, Vincent D'Onofrio"
Cry Macho,Warner Bros. Pictures / Malpaso Productions / HBO Max,"Clint Eastwood (director); Nick Schenk, N. Richard Nash (screenplay); Clint Eastwood, Dwight Yoakam, Eduardo Minett"
Copshop,Open Road Films,"Joe Carnahan (director/screenplay); Kurt McLeod (screenplay); Gerard Butler, Frank Grillo, Alexis Louder, Toby Huss"
Blue Bayou,Focus Features / Entertainment One,"Justin Chon (director/screenplay); Justin Chon, Alicia Vikander, Mark O'Brien, Linh Dan Pham, Sydney Kowalske, Vondie Curtis-Hall, Emory Cohen"
Prisoners of the Ghostland,RLJE Films,"Sion Sono (director); Aaron Hendry, Reza Sixo Safai (screenplay); Nicolas Cage, Sofia Boutella, Bill Moseley, Nick Cassavetes, Tak Sakaguchi, Ed Skrein"
Best Sellers,Screen Media Films,"Lina Roessler (director); Anthony Grieco (screenplay); Michael Caine, Aubrey Plaza, Scott Speedman, Ellen Wong, Veronica Ferres, Cary Elwes"
Lady of the Manor,Lionsgate,"Justin Long, Christian Long (directors/screenplay); Melanie Lynskey, Judy Greer, Justin Long, Ryan Phillippe, Luis Guzmán"
The Nowhere Inn,IFC Films / Topic Studios,"Bill Benz (director); Annie Clark, Carrie Brownstein (screenplay); Annie Clark, Carrie Brownstein, Dakota Johnson"
My Name is Pauli Murray,Amazon Studios / Participant,"Betsy West, Julie Cohen (director); Talleah Bridges McMahon, Julie Cohen, Betsy West, Cinque Northern (screenplay)"
The Killing of Kenneth Chamberlain,Gravitas Ventures,"David Midell (director/screenplay); Frankie Faison, Steve O'Connell, Enrico Natale, Ben Marten, LaRoyce Hawkins, Anika Noni Rose"
Intrusion,Netflix,"Adam Salky (director); Chris Sparling (screenplay); Freida Pinto, Logan Marshall-Green, Robert John Burke"
My Little Pony: A New Generation,Netflix / Entertainment One / Boulder Media,"Robert Cullen, Jose Ucha (directors); Gillian Berrow, Tim Sullivan (screenplay); Vanessa Hudgens, Kimiko Glenn, James Marsden, Sofia Carson, Liza Koshy, Ken Jeong, Elizabeth Perkins, Jane Krakowski, Michael McKean, Phil LaMarr"
Dear Evan Hansen,Universal Pictures / Perfect World Pictures,"Stephen Chbosky (director); Steven Levenson (screenplay); Ben Platt, Kaitlyn Dever, Amandla Stenberg, Nik Dodani, Colton Ryan, Danny Pino, Julianne Moore, Amy Adams"
The Guilty,Netflix / Bold Films / Nine Stories Productions,"Antoine Fuqua (director); Nic Pizzolatto (screenplay); Jake Gyllenhaal, Ethan Hawke, Riley Keough, Christina Vidal, Eli Goree, Da'Vine Joy Randolph, Paul Dano, Peter Sarsgaard"
Birds of Paradise,Amazon Studios,"Sarah Adina Smith (director/screenplay); Kristine Froseth, Diana Silvers, Jacqueline Bisset, Stav Strashko"
After We Fell,Voltage Pictures,"Castille Landon (director); Sharon Soboil (screenplay); Josephine Langford, Hero Fiennes Tiffin, Louise Lombard, Rob Estes, Arielle Kebbel, Chance Perdomo, Frances Turner, Kiana Madeira, Carter Jenkins, Stephen Moyer, Mira Sorvino"
Venom: Let There Be Carnage,Columbia Pictures / Marvel Entertainment / Tencent Pictures,"Andy Serkis (director), Kelly Marcel (screenplay); Tom Hardy, Michelle Williams, Naomie Harris, Reid Scott, Stephen Graham, Woody Harrelson"
The Many Saints of Newark,Warner Bros. Pictures / New Line Cinema / HBO Films / HBO Max,"Alan Taylor (director); David Chase, Lawrence Konner (screenplay); Alessandro Nivola, Michael Gandolfini, Leslie Odom Jr., Jon Bernthal, Corey Stoll, Billy Magnussen, Michela De Rossi, John Magaro, Ray Liotta, Vera Farmiga"
The Addams Family 2,Metro-Goldwyn-Mayer / Bron Creative,"Conrad Vernon, Greg Tiernan (directors); Dan Hernandez, Benji Samit, Ben Queen, Susanna Fogel (screenplay); Oscar Isaac, Charlize Theron, Chloë Grace Moretz, Nick Kroll, Javon Walton, Wallace Shawn, Snoop Dogg, Bette Midler, Bill Hader"
Bingo Hell,Amazon Studios / Blumhouse Television,"Gigi Saul Guerrero (director/screenplay); Shane McKenzie, Perry Blackshear (screenplay); L. Scott Caldwell, Adriana Barraza, Joshua Caleb Johnson"
