Film,Production,Cast
After the Wedding,Sony Pictures Classics,"Bart Freundlich (director/screenplay); Michelle Williams, Julianne Moore, Billy Crudup, Abby Quinn"
Light of My Life,Saban Films,"Casey Affleck (director/screenplay); Casey Affleck, Anna Pniowsky, Tom Bower, Elisabeth Moss"
The Angry Birds Movie 2,Columbia Pictures / Sony Pictures Animation / Rovio Animation,"Thurop Van Orman (director), John Rice (co-director); Peter Ackerman, Eyal Podell, Jonathon E. Stewart (screenplay); Jason Sudeikis, Josh Gad, Leslie Jones, Bill Hader, Rachel Bloom, Awkwafina, Sterling K. Brown, Eugenio Derbez, Danny McBride, Peter Dinklage"
Good Boys,Universal Pictures / Good Universe / Point Grey Pictures,"Gene Stupnitsky (director/screenplay); Lee Eisenberg (screenplay); Jacob Tremblay, Brady Noon, Keith L. Williams, Molly Gordon, Midori Francis, Will Forte, Lil Rel Howery, Retta"
Blinded by the Light,Warner Bros. Pictures / New Line Cinema,"Gurinder Chadha (director/screenplay); Paul Mayeda Berges, Sarfraz Manzoor (screenplay); Viveik Kalra, Kulvinder Ghir, Meera Ganatra, Nell Williams, Aaron Phagura, Dean-Charles Chapman"
"Where'd You Go, Bernadette",Annapurna Pictures,"Richard Linklater (director/screenplay); Holly Gent, Vincent Palmo Jr. (screenplay); Cate Blanchett, Billy Crudup, Emma Nelson, Kristen Wiig, James Urbaniak, Judy Greer, Troian Bellisario, Zoë Chao, Laurence Fishburne"
47 Meters Down: Uncaged,Entertainment Studios,"Johannes Roberts (director/screenplay); Ernest Riera (screenplay); John Corbett, Nia Long, Sophie Nelisse, Corinne Foxx, Sistine Stallone, Brianne Tju, Davi Santos, Khylin Rhambo, Brec Bassinger"
Gwen,BFI / Endor Productions,"William McGregor (director/screenplay); Maxine Peake, Eleanor Worthington Cox, Richard Harrington, Mark Lewis Jones, Kobna Holdbrook-Smith"
Ready or Not,Fox Searchlight Pictures,"Matt Bettinelli-Olpin, Tyler Gillett (director); Guy Busick, R. Christopher Murphy (screenplay); Samara Weaving, Adam Brody, Mark O'Brien, Henry Czerny, Andie MacDowell"
Angel Has Fallen,Lionsgate,"Ric Roman Waugh (director); Creighton Rothenberger, Katrin Benedikt (screenplay); Gerard Butler, Morgan Freeman, Jada Pinkett Smith, Nick Nolte, Lance Reddick, Danny Huston, Tim Blake Nelson"
Brittany Runs a Marathon,Amazon Studios,"Paul Downs Colaizzo (director/screenplay); Jillian Bell, Michaela Watkins, Utkarsh Ambudkar, Lil Rel Howery, Micah Stock"
Overcomer,Sony Affirm,"Alex Kendrick (director/screenplay); Stephen Kendrick (screenplay); Alex Kendrick, Priscilla Shirer, Ben Davies, Shari Rigby, Jack Sterner"
Jacob's Ladder,Vertical Entertainment / LD Entertainment,"David M. Rosenthal (director); Jeff Buhler, Sarah Thorp (screenplay); Michael Ealy, Jesse Williams, Nicole Beharie"
Burn,Yale Productions / Hopscotch Films,"Mike Gan (director/screenplay); Tilda Cobham-Hervey, Suki Waterhouse, Harry Shum Jr., Shiloh Fernandez, Josh Hutcherson"
Official Secrets,IFC Films,"Gavin Hood (director/screenplay); Gregory Bernstein, Sara Bernstein (screenplay); Keira Knightley, Matt Smith, Matthew Goode, Adam Bakri, Rhys Ifans, Ralph Fiennes"
Don't Let Go,Blumhouse Productions / Briarcliff Entertainment,"Jacob Aaron Estes (director); Jacob Aaron Estes (screenplay); Jacob Aaron Estes, Drew Daywalt (story); David Oyelowo, Storm Reid, Byron Mann, Mykelti Williamson"
Itsy Bitsy,Shout! Studios,"Micah Gallo (director); Jason Alvino, Byran Dick, Micah Gallo (screenplay); Bruce Davison, Denise Crosby, Elizabeth Roberts, Arman Darbo, Treva Etienne, Eileen Dietz, Grace Shen"
The Fanatic,The Wonderfilm Media Corporation / Daniel Grodnik Productions,"Fred Durst (director/screenplay), Dave Bekerman (screenplay); John Travolta, Devon Sawa, Ana Golja, Jacob Grodnik, James Paxton, Jeff Chase, Luis Da Silva"
It Chapter Two,Warner Bros. Pictures / New Line Cinema,"Andy Muschietti (director); Gary Dauberman (screenplay); James McAvoy, Jessica Chastain, Bill Hader, Isaiah Mustafa, Jay Ryan, James Ransone, Andy Bean, Jaeden Martell, Sophia Lillis, Finn Wolfhard, Chosen Jacobs, Jeremy Ray Taylor, Jack Dylan Grazer, Wyatt Oleff, Bill Skarsgård"
Satanic Panic,RLJE Films / Fangoria / Aperture Ent.,"Chelsea Stardust (director); Grady Hendrix (screenplay); Hayley Griffith, Ruby Modine, Arden Myrin, A. J. Bowen, Jordan Ladd, Rebecca Romijn, Jerry O'Connell, Hannah Stocking"
Strange but True,Lionsgate / CBS Films,"Rowan Athale (director); Eric Garcia (screenplay); Amy Ryan, Nick Robinson, Margaret Qualley, Connor Jessup, Blythe Danner, Brian Cox, Greg Kinnear"
The Obituary of Tunde Johnson,Zgreen Entertainment,"Ali LeRoi (director); Stanley Kalu (screenplay); Steven Silver, Nicola Peltz"
The Goldfinch,Warner Bros. Pictures / Amazon Studios,"John Crowley (director); Peter Straughan (screenplay); Ansel Elgort, Oakes Fegley, Aneurin Barnard, Finn Wolfhard, Sarah Paulson, Luke Wilson, Jeffrey Wright, Nicole Kidman"
Hustlers,STX Entertainment,"Lorene Scafaria (director/screenplay); Constance Wu, Jennifer Lopez, Julia Stiles, Keke Palmer, Lili Reinhart, Lizzo, Cardi B"
The Sound of Silence,IFC Films,"Michael Tyburski (director/screenplay); Ben Nabors (screenplay); Rashida Jones, Peter Sarsgaard, Tony Revolori, Austin Pendleton"
Monos,Neon / Stela Cine / Participant Media,"Alejandro Landes (director); Alejandro Landes, Alexis Dos Santos (screenplay); Julianne Nicholson, Moisés Arias"
Tall Girl,Netflix,"Nzingha Stewart (director); Sam Wolfson (screenplay); Ava Michelle, Griffin Gluck, Luke Eisner, Sabrina Carpenter, Paris Berelc"
Ad Astra,20th Century Fox / Regency Enterprises / Plan B Entertainment,"James Gray (director/screenplay); Ethan Gross (screenplay); Brad Pitt, Tommy Lee Jones, Ruth Negga, Liv Tyler, Donald Sutherland, John Ortiz, Lisa Gay Hamilton, Freda Foh Shen, Natasha Lyonne"
Downton Abbey,Focus Features / Perfect World Pictures / Carnival Films,"Michael Engler (director); Julian Fellowes (screenplay); Hugh Bonneville, Jim Carter, Michelle Dockery, Elizabeth McGovern, Maggie Smith, Imelda Staunton, Penelope Wilton"
Rambo: Last Blood,Lionsgate / Millennium Films,"Adrian Grunberg (director); Sylvester Stallone, Matt Cirulnick (screenplay); Sylvester Stallone, Adriana Barraza, Paz Vega, Yvette Monreal, Sergio Peris-Mencheta, Oscar Jaenada, Joaquín Cosío"
Bloodline,Blumhouse Productions / Momentum Pictures,"Henry Jacobson (director); Avra Fox-Lerne, Henry Jacobson, Will Honley (screenplay); Seann William Scott, Mariela Garriga, Dale Dickey, Kevin Carroll"
Running with the Devil,Patriot Pictures,"Jason Cabell (director/screenplay); Nicolas Cage, Laurence Fishburne"
Fractured,Netflix,"Brad Anderson (director); Alan B. McElroy (screenplay); Sam Worthington, Lily Rabe, Stephen Tobolowsky"
Abominable,Universal Pictures / DreamWorks Animation / Pearl Studio,"Jill Culton (director/screenplay); Todd Wilderman (co-director); Chloe Bennet, Albert Tsai, Tenzing Norgay Trainor, Eddie Izzard, Sarah Paulson"
The Laundromat,Netflix,"Steven Soderbergh (director); Scott Z. Burns (screenplay); Meryl Streep, Gary Oldman, Antonio Banderas, Jeffrey Wright, Robert Patrick, David Schwimmer, Sharon Stone"
Judy,Roadside Attractions / LD Entertainment / Pathé,"Rupert Goold (director); Tom Edge (screenplay); Renée Zellweger, Jessie Buckley, Finn Wittrock, Rufus Sewell, Michael Gambon"
Prey,Blumhouse Productions / Image Nation,"Franck Khalfoun (director); David Coggeshall, Franck Khalfoun (screenplay); Logan Miller, Kristine Froseth"
10 Minutes Gone,Highland Film Group,"Brian A. Miller (director); Kelvin Mao, Jeff Jingle (screenplay); Bruce Willis, Michael Chiklis"
Joker,Warner Bros. Pictures / Village Roadshow Pictures / DC Films,"Todd Phillips (director/screenplay); Scott Silver (screenplay); Joaquin Phoenix, Robert De Niro, Zazie Beetz, Frances Conroy, Brett Cullen, Glenn Fleshler, Bill Camp, Shea Whigham, Marc Maron"
Lucy in the Sky,Fox Searchlight Pictures,"Noah Hawley (director/screenplay); Brian C. Brown, Elliott DiGuiseppi (screenplay); Natalie Portman, Jon Hamm, Zazie Beetz, Dan Stevens, Colman Domingo, Ellen Burstyn"
Dolemite Is My Name,Netflix,"Craig Brewer (director); Scott Alexander and Larry Karaszewski (screenplay); Eddie Murphy, Keegan-Michael Key, Mike Epps, Craig Robinson, Tituss Burgess, Da'Vine Joy Randolph, Wesley Snipes"
In the Tall Grass,Netflix,"Vincenzo Natali (director/screenplay); Patrick Wilson, Harrison Gilbertson, Rachel Wilson"
Low Tide,A24 / DirecTV Cinema,"Kevin McMullin (director/screenplay); Keean Johnson, Jaeden Martell, Alex Neustaedter, Kristine Froseth, Shea Whigham"
Wrinkles the Clown,Magnet Releasing,"Michael Beach Nichols (director); Michael Beach Nichols, Christopher K. Walker (screenplay)"
Little Monsters,Neon / Hulu,"Abe Forsythe (director/screenplay); Lupita Nyong'o, Alexander England, Josh Gad"
Gemini Man,Paramount Pictures / Skydance Media / Jerry Bruckheimer Films,"Ang Lee (director); David Benioff, Billy Ray, Darren Lemke (screenplay); Will Smith, Mary Elizabeth Winstead, Clive Owen, Benedict Wong"
The Addams Family,Metro-Goldwyn-Mayer / Bron Animation,"Conrad Vernon, Greg Tiernan (directors); Matt Lieberman, Pamela Pettler (screenplay); Oscar Isaac, Charlize Theron, Chloë Grace Moretz, Finn Wolfhard, Nick Kroll, Snoop Dogg, Bette Midler, Allison Janney"
The King,Netflix / Plan B Entertainment,"David Michôd (director/screenplay); Joel Edgerton (screenplay); Timothée Chalamet, Joel Edgerton, Sean Harris, Lily-Rose Depp, Robert Pattinson, Ben Mendelsohn"
Jexi,Lionsgate / CBS Films / Entertainment One,"Jon Lucas, Scott Moore (directors/screenplay); Adam Devine, Rose Byrne, Alexandra Shipp, Ron Funches, Charlyne Yi, Wanda Sykes, Justin Hartley, Kid Cudi, Michael Peña"
Polaroid,Dimension Films / Vertigo Entertainment,"Lars Klevberg (director); Blair Butler (screenplay); Kathryn Prescott, Grace Zabriskie, Samantha Logan, Tyler Young, Javier Botet, Katie Stevens, Madelaine Petsch"
El Camino: A Breaking Bad Movie,Netflix / Sony Pictures Releasing,"Vince Gilligan (director/screenplay); Aaron Paul, Jesse Plemons, Scott MacArthur, Scott Shepherd, Charles Baker, Matt Jones, Robert Forster"
Maleficent: Mistress of Evil,Walt Disney Pictures,"Joachim Rønning (director); Linda Woolverton, Noah Harpster, Micah Fitzerman-Blue (screenplay); Angelina Jolie, Elle Fanning, Michelle Pfeiffer, Chiwetel Ejiofor, Sam Riley, Harris Dickinson, Ed Skrein, Imelda Staunton, Juno Temple, Lesley Manville"
Zombieland: Double Tap,Columbia Pictures,"Ruben Fleischer (director); Rhett Reese, Paul Wernick, David Callaham (screenplay); Woody Harrelson, Jesse Eisenberg, Emma Stone, Abigail Breslin, Rosario Dawson, Zoey Deutch, Luke Wilson"
Jojo Rabbit,Fox Searchlight Pictures,"Taika Waititi (director/screenplay); Roman Griffin Davis, Thomasin McKenzie, Scarlett Johansson, Taika Waititi, Rebel Wilson, Stephen Merchant, Alfie Allen, Sam Rockwell"
The Lighthouse,A24 / Regency Enterprises,"Robert Eggers (director/screenplay); Max Eggers (screenplay); Willem Dafoe, Robert Pattinson"
Wounds,Hulu / Annapurna Pictures,"Babak Anvari (director/screenplay); Armie Hammer, Dakota Johnson, Zazie Beetz"
Black and Blue,Screen Gems,"Deon Taylor (director); Peter A. Dowling (screenplay); Naomie Harris, Tyrese Gibson, Frank Grillo, Mike Colter, Reid Scott, Beau Knapp"
The Current War,101 Studios / Lantern Entertainment,"Alfonso Gomez-Rejon (director); Michael Mitnick (screenplay); Benedict Cumberbatch, Michael Shannon, Katherine Waterston, Tom Holland, Tuppence Middleton, Matthew Macfadyen, Nicholas Hoult"
Countdown,STX Entertainment,"Justin Dec (director/screenplay); Elizabeth Lail, Peter Facinelli, Anne Winters, Talitha Bateman, Tichina Arnold, P. J. Byrne"
The Kill Team,A24,"Dan Krauss (director); Nat Wolff, Alexander Skarsgård"
The Gallows Act II,Blumhouse Productions / Lionsgate,"Chris Lofing, Travis Cluff (director/screenplay); Chris Milligan, Ema Horvath, Brittany Falardeau"
Terminator: Dark Fate,Paramount Pictures / 20th Century Fox / Skydance Media / Tencent Pictures,"Tim Miller (director); David S. Goyer, Justin Rhodes, Billy Ray (screenplay); Linda Hamilton, Arnold Schwarzenegger, Mackenzie Davis, Natalia Reyes, Gabriel Luna, Diego Boneta"
Motherless Brooklyn,Warner Bros. Pictures,"Edward Norton (director/screenplay); Edward Norton, Bruce Willis, Gugu Mbatha-Raw, Bobby Cannavale, Cherry Jones, Alec Baldwin, Willem Dafoe"
The Irishman,Netflix / TriBeCa Productions,"Martin Scorsese (director); Steven Zaillian (screenplay); Robert De Niro, Al Pacino, Joe Pesci, Ray Romano, Bobby Canavale, Anna Paquin, Stephen Graham, Stephanie Kurtzuba, Jesse Plemons, Harvey Keitel"
Harriet,Focus Features,"Kasi Lemmons (director/screenplay); Gregory Allen Howard (screenplay); Cynthia Erivo, Leslie Odom Jr., Joe Alwyn, Janelle Monáe"
Arctic Dogs,Assemblage Entertainment,"Aaron Woodley (director/screenplay); Bob Barlen, Cal Brunker (screenplay); Jeremy Renner, James Franco, Heidi Klum, Alec Baldwin, Omar Sy, Anjelica Huston, John Cleese"
Marriage Story,Netflix,"Noah Baumbach (director/screenplay); Scarlett Johansson, Adam Driver, Laura Dern, Alan Alda, Ray Liotta, Julie Hagerty, Merritt Wever"
Doctor Sleep,Warner Bros. Pictures / Intrepid Pictures,"Mike Flanagan (director/screenplay); Ewan McGregor, Rebecca Ferguson, Kyliegh Curran, Cliff Curtis, Carl Lumbly, Zahn McClarnon, Emily Alyn Lind, Bruce Greenwood, Jocelin Donahue"
Last Christmas,Universal Pictures / Perfect World Pictures,"Paul Feig (director), Emma Thompson, Bryony Kimmings (screenplay); Emilia Clarke, Henry Golding, Michelle Yeoh, Emma Thompson"
Playing with Fire,Paramount Players / Nickelodeon Movies / Walden Media,"Andy Fickman (director); Dan Ewen, Matt Lieberman (screenplay); John Cena, Keegan-Michael Key, John Leguizamo, Brianna Hildebrand, Dennis Haysbert, Judy Greer"
Let It Snow,Netflix,"Luke Snellin (director); Laura Solon, Victoria Strouse, Kay Cannon (screenplay); Isabela Merced, Shameik Moore, Kiernan Shipka, Odeya Rush, Liv Hewson, Mitchell Hope, Jacob Batalon, Joan Cusack"
Midway,Lionsgate / Summit Entertainment / Centropolis Entertainment / AGC Studios / Entertainment One,"Roland Emmerich (director); Wes Tooke (screenplay); Ed Skrein, Patrick Wilson, Luke Evans, Aaron Eckhart, Nick Jonas, Mandy Moore, Dennis Quaid, Woody Harrelson, Tadanobu Asano, Darren Criss"
Klaus,Netflix,"Sergio Pablos (director); Zach Lewis, Jim Mahoney (screenplay); J. K. Simmons, Jason Schwartzman, Rashida Jones, Will Sasso, Neda Margrethe Labba, Sergio Pablos, Norm Macdonald, Joan Cusack"
Honey Boy,Amazon Studios,"Alma Har'el (director); Shia LaBeouf (screenplay); Shia LaBeouf, Lucas Hedges, Noah Jupe, FKA Twigs"
Lady and the Tramp,Walt Disney Pictures / Disney+,"Charlie Bean (director); Andrew Bujalski, Kari Granlund (screenplay); Tessa Thompson, Justin Theroux, Kiersey Clemons, Thomas Mann, Janelle Monáe, F. Murray Abraham, Yvette Nicole Brown, Adrian Martinez, Ken Jeong, Sam Elliott"
Noelle,Walt Disney Pictures / Disney+,"Marc Lawrence (director/screenplay); Anna Kendrick, Bill Hader, Kingsley Ben-Adir, Billy Eichner, Julie Hagerty, Shirley MacLaine"
Ford v Ferrari,20th Century Fox / Chernin Entertainment,"James Mangold (director); Jez Butterworth, John-Henry Butterworth, Jason Keller (screenplay); Matt Damon, Christian Bale, Jon Bernthal, Caitriona Balfe, Tracy Letts, Josh Lucas, Noah Jupe, Remo Girone, Ray McKinnon"
Charlie's Angels,Columbia Pictures / Perfect World Pictures,"Elizabeth Banks (director/screenplay); Kristen Stewart, Naomi Scott, Ella Balinska, Elizabeth Banks, Djimon Hounsou, Sam Claflin, Noah Centineo, Nat Faxon, Patrick Stewart"
The Good Liar,Warner Bros. Pictures / New Line Cinema / Bron Studios,"Bill Condon (director); Jeffrey Hatcher (screenplay); Ian McKellen, Helen Mirren, Russell Tovey, Jim Carter"
The Report,Amazon Studios,"Scott Z. Burns (director/screenplay); Adam Driver, Annette Bening, Ted Levine, Michael C. Hall, Tim Blake Nelson, Corey Stoll, Maura Tierney, Jon Hamm"
Waves,A24,"Trey Edward Shults (director/screenplay); Kelvin Harrison Jr., Lucas Hedges, Taylor Russell, Alexa Demie, Renée Elise Goldsberry, Sterling K. Brown"
Frozen II,Walt Disney Pictures / Walt Disney Animation Studios,"Chris Buck, Jennifer Lee (directors); Jennifer Lee (screenplay); Idina Menzel, Kristen Bell, Jonathan Groff, Josh Gad, Sterling K. Brown, Evan Rachel Wood, Alfred Molina, Martha Plimpton, Jason Ritter, Rachel Matthews, Jeremy Sisto, Ciarán Hinds"
A Beautiful Day in the Neighborhood,TriStar Pictures / Tencent Pictures / Big Beach,"Marielle Heller (director); Micah Fitzerman-Blue, Noah Harpster (screenplay); Tom Hanks, Matthew Rhys, Susan Kelechi Watson, Chris Cooper"
21 Bridges,STX Entertainment,"Brian Kirk (director); Matthew Michael Carnahan, Adam Mervis (screenplay); Chadwick Boseman, Sienna Miller, Stephan James, Keith David, Taylor Kitsch, J.K. Simmons"
Dark Waters,Focus Features / Participant,"Todd Haynes (director); Mario Correa, Matthew Michael Carnahan (screenplay); Mark Ruffalo, Anne Hathaway, Tim Robbins, Bill Camp, Victor Garber, Mare Winningham, William Jackson Harper, Bill Pullman"
Knives Out,Lionsgate / Media Rights Capital,"Rian Johnson (director/screenplay); Daniel Craig, Chris Evans, Ana de Armas, Jamie Lee Curtis, Michael Shannon, Don Johnson, Toni Collette, Lakeith Stanfield, Katherine Langford, Jaeden Martell, Christopher Plummer"
Queen & Slim,Universal Pictures / Entertainment One / Bron Creative,"Melina Matsoukas (director); Lena Waithe (screenplay); Daniel Kaluuya, Jodie Turner-Smith, Bokeem Woodbine, Chloë Sevigny, Flea, Sturgill Simpson, Indya Moore"
The Two Popes,Netflix,"Fernando Meirelles (director); Anthony McCarten (screenplay); Anthony Hopkins, Jonathan Pryce"
Playmobil: The Movie,STX Entertainment / Lionsgate,"Lino DiSalvo (director), Ramaa Mosley (co-director); Blaise Hemingway (screenplay); Anya Taylor-Joy, Daniel Radcliffe, Gabriel Bateman, Jim Gaffigan, Meghan Trainor, Adam Lambert"
The Aeronauts,Amazon Studios,"Tom Harper (director); Jack Thorne (screenplay); Felicity Jones, Eddie Redmayne, Himesh Patel, Tom Courtenay"
A Million Little Pieces,Momentum Pictures / The Picture Company,"Sam Taylor-Johnson (director/screenplay); Aaron Taylor-Johnson (screenplay); Aaron Taylor-Johnson, Billy Bob Thornton, Odessa Young, Giovanni Ribisi, Juliette Lewis, Charlie Hunnam"
Daniel Isn't Real,Samuel Goldwyn Films,"Adam Egypt Mortimer (director/screenplay); Brian DeLeeuw (screenplay); Miles Robbins, Patrick Schwarzenegger, Sasha Lane, Mary Stuart Masterson, Hannah Marks, Chukwudi Iwuji, Peter McRobbie"
Trauma Center,Lionsgate Films,"Matt Eskandari (director); Paul Da Silva (screenplay); Bruce Willis, Nicky Whelan"
Jumanji: The Next Level,Columbia Pictures / Seven Bucks Productions,"Jake Kasdan (director/screenplay); Scott Rosenberg, Jeff Pinkner (screenplay); Dwayne Johnson, Jack Black, Kevin Hart, Karen Gillan, Nick Jonas, Awkwafina, Rory McCann, Alex Wolff, Morgan Turner, Ser'Darius Blain, Madison Iseman, Danny Glover, Danny DeVito"
Richard Jewell,Warner Bros. Pictures / Malpaso Productions,"Clint Eastwood (director); Billy Ray (screenplay); Paul Walter Hauser, Sam Rockwell, Kathy Bates, Jon Hamm, Olivia Wilde"
Black Christmas,Universal Pictures / Blumhouse Productions,"Sophia Takal (director/screenplay); April Wolfe (screenplay); Imogen Poots, Lily Donoghue, Aleyse Shannon, Brittany O'Grady, Caleb Eberhardt, Cary Elwes"
6 Underground,Netflix / Skydance Media,"Michael Bay (director); Rhett Reese, Paul Wernick (screenplay); Ryan Reynolds, Mélanie Laurent, Manuel Garcia-Rulfo, Adria Arjona, Payman Maadi, Corey Hawkins, Ben Hardy, Dave Franco"
Bombshell,Lionsgate / Bron Creative / Annapurna Pictures,"Jay Roach (director); Charles Randolph (screenplay); Charlize Theron, Nicole Kidman, Margot Robbie, John Lithgow, Kate McKinnon, Connie Britton, Mark Duplass, Rob Delaney, Malcolm McDowell, Allison Janney"
Uncut Gems,A24,"Safdie brothers (directors/screenplay); Ronald Bronstein (screenplay); Adam Sandler, Lakeith Stanfield, Julia Fox, Kevin Garnett, Idina Menzel, Eric Bogosian"
Seberg,Amazon Studios,"Benedict Andrews (director); Joe Shrapnel, Anna Waterhouse (screenplay); Kristen Stewart, Jack O'Connell, Margaret Qualley, Zazie Beetz, Vince Vaughn, Anthony Mackie"
A Hidden Life,Fox Searchlight Pictures,"Terrence Malick (director/screenplay); August Diehl, Valerie Pachner, Matthias Schoenaerts"
Star Wars: The Rise of Skywalker,Lucasfilm / Bad Robot Productions,"J. J. Abrams (director/screenplay), Chris Terrio (screenplay); Carrie Fisher, Mark Hamill, Adam Driver, Daisy Ridley, John Boyega, Oscar Isaac, Anthony Daniels, Naomi Ackie, Domhnall Gleeson, Richard E. Grant, Lupita Nyong'o, Keri Russell, Joonas Suotamo, Kelly Marie Tran, Ian McDiarmid, Billy Dee Williams"
Cats,Universal Pictures / Amblin Entertainment / Working Title Films,"Tom Hooper (director/screenplay); Lee Hall (screenplay); James Corden, Judi Dench, Jason Derulo, Idris Elba, Jennifer Hudson, Ian McKellen, Taylor Swift, Rebel Wilson, Ray Winstone, Francesca Hayward"
Togo,Walt Disney Pictures / Disney+,"Ericson Core (director); Tom Flynn (screenplay); Willem Dafoe, Julianne Nicholson, Christopher Heyerdahl, Michael Gaston, Michael McElhatton, Jamie McShane, Michael Greyeyes, Thorbjørn Harr, Shaun Benson, Nikolai Nikolaeff"
Spies in Disguise,20th Century Fox / Blue Sky Studios / Chernin Entertainment,"Nick Bruno, Troy Quane (directors); Brad Copeland (screenplay); Will Smith, Tom Holland, Rashida Jones, Ben Mendelsohn, Reba McEntire, Rachel Brosnahan, Karen Gillan, DJ Khaled, Masi Oka"
Little Women,Columbia Pictures / Regency Enterprises,"Greta Gerwig (director/screenplay); Saoirse Ronan, Emma Watson, Florence Pugh, Eliza Scanlen, Laura Dern, Timothée Chalamet, Meryl Streep, Tracy Letts, Bob Odenkirk, James Norton, Louis Garrel, Chris Cooper"
1917,Universal Pictures / DreamWorks Pictures,"Sam Mendes (director/screenplay); Krysty Wilson-Cairns (screenplay); George MacKay, Dean-Charles Chapman, Mark Strong, Andrew Scott, Richard Madden, Claire Duburcq, Colin Firth, Benedict Cumberbatch"
Just Mercy,Warner Bros. Pictures / Participant Media,"Destin Daniel Cretton (director/screenplay), Andrew Lanham (screenplay); Michael B. Jordan, Jamie Foxx, Brie Larson, Rob Morgan, Tim Blake Nelson, Rafe Spall, O'Shea Jackson Jr., C.J. LeBlanc"
Clemency,Neon,"Chinonye Chukwu (director/screenplay); Alfre Woodard, Wendell Pierce, Aldis Hodge, Richard Schiff, Danielle Brooks"
