Film,Production,Cast
The Man from U.N.C.L.E.,Warner Bros. Pictures / RatPac Entertainment,"Guy Ritchie (director/screenplay); Lionel Wigram (screenplay); Henry Cavill, Armie Hammer, Alicia Vikander, Elizabeth Debicki, Hugh Grant"
American Ultra,Lionsgate / Likely Story,"Nima Nourizadeh (director); Max Landis (screenplay); Jesse Eisenberg, Kristen Stewart, Connie Britton, Topher Grace, John Leguizamo, Bill Pullman, Walton Goggins, Tony Hale"
Hitman: Agent 47,20th Century Fox,"Aleksander Bach (director); Skip Woods, Michael Finch (screenplay); Rupert Friend, Hannah Ware, Zachary Quinto, Ciarán Hinds, Thomas Kretschmann, Angelababy"
She's Funny That Way,Clarius Entertainment,"Peter Bogdanovich (director/screenplay); Louise Stratten (screenplay); Owen Wilson, Imogen Poots, Kathryn Hahn, Will Forte, Cybill Shepherd, Austin Pendleton, Joanna Lumley, Richard Lewis, Rhys Ifans, Jennifer Aniston"
No Escape,The Weinstein Company,"John Erick Dowdle (director/screenplay); Drew Dowdle (screenplay); Owen Wilson, Lake Bell, Sterling Jerins, Claire Geare, Pierce Brosnan"
War Room,TriStar Pictures,"Alex Kendrick (director); Alex Kendrick, Stephen Kendrick (screenplay); Alex Kendrick, Priscilla Shirer, T.C. Stallings, Beth Moore, Karen Abercrombie, Alena Pitts"
We Are Your Friends,Warner Bros. Pictures / StudioCanal / Working Title Films,"Max Joseph (director); Max Joseph, Meaghan Oppenheimer (screenplay); Zac Efron, Emily Ratajkowski, Alex Shaffer, Jonny Weston, Wes Bentley, Jon Bernthal"
Before We Go,RADiUS,"Chris Evans (director); Ronald Bass, Jen Smolka, Chris Shafer, Paul Vicknair (screenplay); Chris Evans, Alice Eve"
The Visit,Universal Pictures,"M. Night Shyamalan (director/screenplay); Olivia DeJonge, Ed Oxenbould, Deanna Dunagan, Peter McRobbie, Kathryn Hahn"
The Perfect Guy,Screen Gems,"David M. Rosenthal (director); Tyger Williams (screenplay); Sanaa Lathan, Michael Ealy, Morris Chestnut, Charles S. Dutton, Tess Harper, Kathryn Morris, Rutina Wesley, Holt McCallany"
Sleeping with Other People,IFC Films,"Leslye Headland (director/screenplay); Jason Sudeikis, Alison Brie, Adam Scott, Jason Mantzoukas, Natasha Lyonne, Adam Brody, Amanda Peet"
Black Mass,Warner Bros. Pictures / RatPac Entertainment / Cross Creek Pictures,"Scott Cooper (director); Mark Mallouk, Jez Butterworth (screenplay); Johnny Depp, Joel Edgerton, Benedict Cumberbatch, Rory Cochrane, Jesse Plemons, Kevin Bacon, Peter Sarsgaard, Dakota Johnson, Corey Stoll"
Captive,Paramount Pictures,"Jerry Jameson (director); Brian Bird, Reinhard Denke (screenplay); David Oyelowo, Kate Mara, Michael K. Williams, Leonor Varela, Jessica Oyelowo, Mimi Rogers"
Everest,Universal Pictures / Walden Media / Cross Creek Pictures / Working Title Films,"Baltasar Kormákur (director); William Nicholson, Simon Beaufoy (screenplay); Jason Clarke, Josh Brolin, John Hawkes, Robin Wright, Michael Kelly, Sam Worthington, Keira Knightley, Emily Watson, Jake Gyllenhaal"
Maze Runner: The Scorch Trials,20th Century Fox / Temple Hill Entertainment,"Wes Ball (director); T.S. Nowlin (screenplay); Dylan O'Brien, Ki Hong Lee, Thomas Sangster, Kaya Scodelario, Patricia Clarkson"
Sicario,Lionsgate,"Denis Villeneuve (director); Taylor Sheridan (screenplay); Emily Blunt, Benicio del Toro, Josh Brolin, Victor Garber"
War Pigs,Cinedigm,"Ryan Little (director); Luke Schuetzle, Adam Emerson (screenplay); Luke Goss, Dolph Lundgren, Chuck Liddell, Noah Segan, Steven Luke, Mickey Rourke"
Hotel Transylvania 2,Columbia Pictures / Sony Pictures Animation / Media Rights Capital,"Genndy Tartakovsky (director); Robert Smigel, Adam Sandler (screenplay); Adam Sandler, Andy Samberg, Selena Gomez, Kevin James, David Spade, Steve Buscemi, Keegan-Michael Key, Molly Shannon, Fran Drescher, Mel Brooks"
99 Homes,Broad Green Pictures,"Ramin Bahrani (director/screenplay); Amir Naderi (screenplay); Andrew Garfield, Michael Shannon, Tim Guinee, Laura Dern"
The Intern,Warner Bros. Pictures / RatPac Entertainment,"Nancy Meyers (director/screenplay); Robert De Niro, Anne Hathaway, Rene Russo"
Stonewall,Roadside Attractions,"Roland Emmerich (director); Jon Robin Baitz (screenplay); Jeremy Irvine, Jonny Beauchamp, Joey King, Caleb Landry Jones, Matt Craven, Jonathan Rhys Meyers, Ron Perlman"
Mississippi Grind,A24,"Anna Boden, Ryan Fleck (director/screenplay); Ryan Reynolds, Ben Mendelsohn, Sienna Miller, Analeigh Tipton, Alfre Woodard"
The Walk,TriStar Pictures,"Robert Zemeckis (director/screenplay); Christopher Browne (screenplay); Joseph Gordon-Levitt, Ben Kingsley, Charlotte Le Bon, James Badge Dale"
The Martian,20th Century Fox / TSG Entertainment / Scott Free Productions,"Ridley Scott (director); Drew Goddard (screenplay); Matt Damon, Jessica Chastain, Kristen Wiig, Jeff Daniels, Michael Peña, Kate Mara, Sean Bean, Sebastian Stan, Aksel Hennie, Chiwetel Ejiofor, Donald Glover, Mackenzie Davis"
Freeheld,Summit Entertainment,"Peter Sollett (director); Ron Nyswaner (screenplay); Julianne Moore, Elliot Page, Michael Shannon, Steve Carell"
Steve Jobs,Universal Pictures / Legendary Pictures,"Danny Boyle (director); Aaron Sorkin (screenplay); Michael Fassbender, Kate Winslet, Seth Rogen, Jeff Daniels"
Pan,Warner Bros. Pictures / RatPac Entertainment,"Joe Wright (director); Jason Fuchs (screenplay); Hugh Jackman, Garrett Hedlund, Rooney Mara, Levi Miller, Amanda Seyfried"
Knock Knock,Lionsgate Premiere,"Eli Roth (director/screenplay); Nicolás López, Guillermo Amoedo (screenplay); Keanu Reeves, Ana de Armas, Lorenza Izzo, Aaron Burns, Ignacia Allamand, Colleen Camp"
Beasts of No Nation,Netflix,"Cary Joji Fukunaga (director/screenplay); Idris Elba, Kurt Egyiawan, Jude Akuwudike, Emmanuel ""King King"" Nii Adom Quaye, Abraham Attah"
Bridge of Spies,Touchstone Pictures / 20th Century Fox / DreamWorks Pictures / Reliance Entertainment / Participant Media / Amblin Entertainment / Walt Disney Studios Motion Pictures,"Steven Spielberg (director); Matt Charman, Ethan Coen, Joel Coen (screenplay); Tom Hanks, Mark Rylance, Amy Ryan, Alan Alda"
Crimson Peak,Universal Pictures / Legendary Pictures,"Guillermo del Toro (director/screenplay); Matthew Robbins (screenplay); Mia Wasikowska, Jessica Chastain, Tom Hiddleston, Charlie Hunnam, Jim Beaver"
Goosebumps,Columbia Pictures / Sony Pictures Animation / Village Roadshow Pictures / Original Film / Scholastic Entertainment,"Rob Letterman (director); Darren Lemke (screenplay); Jack Black, Dylan Minnette, Odeya Rush, Amy Ryan, Ryan Lee, Jillian Bell"
Room,A24,"Lenny Abrahamson (director); Emma Donoghue (screenplay); Brie Larson, Jacob Tremblay, Joan Allen, Sean Bridgers, William H. Macy"
Woodlawn,Pure Flix Entertainment,"Andrew Erwin (director); Jon Erwin (director/screenplay); Quinton Peeples (screenplay); Sean Astin, Nic Bishop, Caleb Castille, Sherri Shepherd, Jon Voight"
Truth,Sony Pictures Classics / RatPac Entertainment,"James Vanderbilt (director/screenplay); Cate Blanchett, Robert Redford, Topher Grace, Elisabeth Moss, Bruce Greenwood, Stacy Keach, Dennis Quaid"
Experimenter,Magnolia Pictures,"Michael Almereyda (director/screenplay); Peter Sarsgaard, Winona Ryder, Jim Gaffigan, Edoardo Ballerini, Kellan Lutz, Dennis Haysbert, Danny A. Abeckaser, Taryn Manning, Anton Yelchin, John Leguizamo"
Rock the Kasbah,Open Road Films,"Barry Levinson (director); Mitch Glazer (screenplay); Bill Murray, Kate Hudson, Zooey Deschanel, Danny McBride, Scott Caan, Leem Lubany, Arian Moayed, Bruce Willis"
Paranormal Activity: The Ghost Dimension,Paramount Pictures,"Gregory Plotkin (director); Jason Harry Pagan, Andrew Deutschman, Adam Robitel, Gavin Heffernan (screenplay); Chris J. Murray, Brittany Shaw, Dan Gill, Ivy Rose George, Olivia Taylor Dudley, Jessica Tyler Brown, Chloe Csengery, Aiden Lovekamp, Hallie Foote, Don McManus, Mark Steger, Michael Krawic"
Jem and the Holograms,Universal Pictures,"Jon M. Chu (director); Ryan Landels (screenplay); Aubrey Peeples, Stefanie Scott, Hayley Kiyoko, Aurora Perrineau, Ryan Guzman, Molly Ringwald, Juliette Lewis"
The Last Witch Hunter,Summit Entertainment,"Breck Eisner (director); Cory Goodman, Matt Sazama, Burk Sharpless (screenplay); Vin Diesel, Elijah Wood, Rose Leslie, Julie Engelbrecht, Michael Caine"
Suffragette,Focus Features,"Sarah Gavron (director); Abi Morgan (screenplay); Carey Mulligan, Helena Bonham Carter, Brendan Gleeson, Anne-Marie Duff, Ben Whishaw, Meryl Streep"
Bone Tomahawk,RLJ Entertainment,"S. Craig Zahler (director/screenplay); Kurt Russell, Patrick Wilson, Matthew Fox, Lili Simmons, Richard Jenkins, Evan Jonigkeit, Kathryn Morris, Sid Haig, David Arquette, Fred Melamed"
I Smile Back,Broad Green Pictures,"Adam Salky (director); Paige Dylan, Amy Koppelman (screenplay); Sarah Silverman, Josh Charles, Thomas Sadoski, Mia Barron, Skylar Gaertner, Shayne Coleman, Kristin Griffith, Chris Sarandon, Terry Kinney"
Scouts Guide to the Zombie Apocalypse,Paramount Pictures,"Christopher Landon (director/screenplay); Carrie Evans, Emi Mochizuki (screenplay); Tye Sheridan, David Koechner"
Our Brand Is Crisis,Warner Bros. Pictures / Participant Media / RatPac Entertainment / Smokehouse Pictures,"David Gordon Green (director); Peter Straughan (screenplay); Sandra Bullock, Billy Bob Thornton, Anthony Mackie, Joaquim de Almeida, Ann Dowd, Scoot McNairy, Zoe Kazan"
Freaks of Nature,Columbia Pictures,"Robbie Pickering (director); Oren Uziel (screenplay); Nicholas Braun, Mackenzie Davis, Josh Fadem, Joan Cusack, Bob Odenkirk, Keegan-Michael Key, Ed Westwick, Patton Oswalt, Vanessa Hudgens, Denis Leary"
Burnt,The Weinstein Company,"John Wells (director); Steven Knight (screenplay); Bradley Cooper, Sienna Miller, Omar Sy, Daniel Brühl, Riccardo Scamarcio, Sam Keeley, Alicia Vikander, Matthew Rhys, Lily James, Uma Thurman, Emma Thompson"
Brooklyn,Fox Searchlight Pictures,"John Crowley (director); Nick Hornby (screenplay); Saoirse Ronan, Emory Cohen, Domhnall Gleeson, Jim Broadbent, Julie Walters"
Spectre,Metro-Goldwyn-Mayer / Columbia Pictures,"Sam Mendes (director); John Logan, Neal Purvis, Robert Wade, Jez Butterworth (screenplay); Daniel Craig, Christoph Waltz, Léa Seydoux, Ben Whishaw, Naomie Harris, Dave Bautista, Monica Bellucci, Ralph Fiennes"
Spotlight,Open Road Films,"Tom McCarthy (director/screenplay); Josh Singer (screenplay); Mark Ruffalo, Michael Keaton, Rachel McAdams, Liev Schreiber, John Slattery, Stanley Tucci"
The Peanuts Movie,20th Century Fox / Blue Sky Studios,"Steve Martino (director); Craig Schulz, Bryan Schulz, Cornelius Uliano (screenplay); Noah Schnapp, Hadley Belle Miller, Mariel Sheets, Alex Garfin, Francesca Angelucci Capaldi, Troy ""Trombone Shorty"" Andrews, Kristin Chenoweth, Bill Melendez"
The 33,Warner Bros. Pictures / Alcon Entertainment / Phoenix Pictures,"Patricia Riggen (director); Mikko Alanne, Craig Borten, Michael Thomas (screenplay); Antonio Banderas, Rodrigo Santoro, Juliette Binoche, James Brolin, Lou Diamond Phillips, Mario Casas, Adriana Barraza, Kate del Castillo, Cote de Pablo, Bob Gunton, Gabriel Byrne"
My All American,Clarius Entertainment,"Angelo Pizzo (director/screenplay); Aaron Eckhart, Finn Wittrock, Robin Tunney, Sarah Bolger"
Love the Coopers,Lionsgate / CBS Films,"Jessie Nelson (director); Steven Rogers (screenplay); John Goodman, Diane Keaton, Amanda Seyfried, Alan Arkin, Olivia Wilde, Ed Helms, Marisa Tomei, June Squibb, Dan Amboyer"
By The Sea,Universal Pictures,"Angelina Jolie (director/screenplay); Brad Pitt, Angelina Jolie"
Carol,StudioCanal / The Weinstein Company,"Todd Haynes (director); Phyllis Nagy (screenplay); Cate Blanchett, Rooney Mara, Sarah Paulson, Jake Lacy, Kyle Chandler"
Legend,Universal Pictures / Cross Creek Pictures / Working Title Films,"Brian Helgeland (director/screenplay); Tom Hardy, Emily Browning, Colin Morgan, David Thewlis, Christopher Eccleston, Chazz Palminteri"
The Hunger Games: Mockingjay – Part 2,Lionsgate,"Francis Lawrence (director); Peter Craig, Danny Strong (screenplay); Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Elizabeth Banks, Julianne Moore, Philip Seymour Hoffman, Jeffrey Wright, Stanley Tucci, Donald Sutherland"
The Night Before,Columbia Pictures / Good Universe / Point Grey Pictures,"Jonathan Levine (director/screenplay); Kyle Hunter, Ariel Shaffir, Evan Goldberg (screenplay); Joseph Gordon-Levitt, Seth Rogen, Anthony Mackie"
Creed,Warner Bros. Pictures / Metro-Goldwyn-Mayer,"Ryan Coogler (director/screenplay); Aaron Covington (screenplay); Michael B. Jordan, Sylvester Stallone, Tessa Thompson, Phylicia Rashad, Anthony Bellew"
The Good Dinosaur,Walt Disney Pictures / Pixar Animation Studios,"Peter Sohn (director); Meg LeFauve (screenplay); Raymond Ochoa, Jack Bright, Steve Zahn, Sam Elliott, Anna Paquin, A. J. Buckley, Frances McDormand, and Jeffrey Wright"
Victor Frankenstein,20th Century Fox / Davis Entertainment,"Paul McGuigan (director); Max Landis (screenplay); Daniel Radcliffe, James McAvoy, Jessica Brown Findlay, Andrew Scott, Charles Dance"
Krampus,Universal Pictures / Legendary Pictures,"Michael Dougherty (director/screenplay); Todd Casey, Zach Shields (screenplay); Adam Scott, Toni Collette, David Koechner, Allison Tolman, Conchata Ferrell, Emjay Anthony, Stefania LaVie Owen, Krista Stadler"
In the Heart of the Sea,Warner Bros. Pictures / Village Roadshow Pictures / Imagine Entertainment / Roth Films,"Ron Howard (director); Charles Leavitt (screenplay); Chris Hemsworth, Benjamin Walker, Cillian Murphy, Tom Holland, Ben Whishaw, Brendan Gleeson"
The Big Short,Paramount Pictures / Regency Enterprises / Plan B Entertainment,"Adam McKay (director/screenplay); Charles Randolph (screenplay); Christian Bale, Steve Carell, Ryan Gosling, Brad Pitt"
Alvin and the Chipmunks: The Road Chip,20th Century Fox / Regency Enterprises,"Walt Becker (director); Randi Mayem Singer, Adam Sztykiel (screenplays); Jason Lee, Tony Hale, Kimberly Williams-Paisley, Josh Green, Bella Thorne, Justin Long, Matthew Gray Gubler, Jesse McCartney, Kaley Cuoco, Anna Faris, Christina Applegate"
Sisters,Universal Pictures,"Jason Moore (director); Paula Pell (screenplay); Amy Poehler, Tina Fey, John Cena, Maya Rudolph"
Star Wars: The Force Awakens,Lucasfilm / Walt Disney Studios Motion Pictures,"J. J. Abrams (director/screenplay); Lawrence Kasdan, Michael Arndt (screenplay); Harrison Ford, Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley, John Boyega, Oscar Isaac, Lupita Nyong'o, Andy Serkis, Domhnall Gleeson, Anthony Daniels, Peter Mayhew, Max von Sydow"
Extraction,Lionsgate Premiere,"Steven C. Miller (director); Max Adams, Umair Aleem (screenplay); Kellan Lutz, Bruce Willis, Gina Carano, D. B. Sweeney, Dan Bilzerian, Steve Coulter"
Concussion,Columbia Pictures / Village Roadshow Pictures / Scott Free Productions,"Peter Landesman (director/screenplay); Will Smith, Alec Baldwin, Gugu Mbatha-Raw, Arliss Howard, Paul Reiser, Luke Wilson, Adewale Akinnuoye-Agbaje, David Morse, Albert Brooks"
Daddy's Home,Paramount Pictures / Red Granite Pictures / Gary Sanchez Productions,"Sean Anders (director/screenplay); Brian Burns, John Morris (screenplay); Will Ferrell, Mark Wahlberg, Linda Cardellini"
Joy,20th Century Fox / Annapurna Pictures / Davis Entertainment,"David O. Russell (director/screenplay); Jennifer Lawrence, Robert De Niro, Édgar Ramírez, Diane Ladd, Virginia Madsen, Isabella Rossellini, Bradley Cooper"
Point Break,Warner Bros. / Alcon Entertainment,"Ericson Core (director); Kurt Wimmer (screenplay); Édgar Ramírez, Luke Bracey, Teresa Palmer, Delroy Lindo, Ray Winstone"
The Hateful Eight,The Weinstein Company,"Quentin Tarantino (director/screenplay); Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins, Demián Bichir, Tim Roth, Michael Madsen, Bruce Dern, James Parks, Channing Tatum"
The Revenant,20th Century Fox / Regency Enterprises / RatPac Entertainment,"Alejandro G. Iñárritu (director/screenplay); Mark L. Smith (screenplay); Leonardo DiCaprio, Tom Hardy"
Anomalisa,Paramount Pictures,"Charlie Kaufman, Duke Johnson (directors); David Thewlis, Jennifer Jason Leigh, Tom Noonan"
